ensembl_id,symbol,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000143891.16,GALM,1.233075769,0.824619333,1.641532205,0.064951739,6.076514778,2.21625E-07,6.33651E-05,6.942896763
ENSG00000146192.14,FGD2,2.356877375,1.572553089,3.14120166,-0.052153876,6.048558183,2.44103E-07,6.80225E-05,6.851718613
ENSG00000180353.10,HCLS1,2.038853783,1.360055844,2.717651722,-0.091005069,6.045832411,2.46412E-07,6.80225E-05,6.842830214
ENSG00000228058.1,LINC01736,2.58868253,1.722493881,3.454871178,-0.061528534,6.015570806,2.73563E-07,7.42376E-05,6.744169719
ENSG00000135077.8,HAVCR2,1.72171743,1.144045236,2.299389623,-0.199282176,5.999166991,2.89506E-07,7.72547E-05,6.69070416
ENSG00000180448.10,ARHGAP45,1.634408893,1.084033782,2.184784004,-0.003996725,5.977402053,3.12097E-07,8.19179E-05,6.619782191
ENSG00000162511.7,LAPTM5,1.992653804,1.32109128,2.664216328,-0.115112612,5.972496971,3.17427E-07,8.19729E-05,6.603801598
ENSG00000178573.6,MAF,1.116506682,0.737691681,1.495321683,0.115569386,5.932594922,3.64285E-07,9.25803E-05,6.473842676
ENSG00000133246.11,PRAM1,2.292785428,1.510143069,3.075427788,-0.163159488,5.896721289,4.12261E-07,0.000103038,6.357069762
ENSG00000159189.11,C1QC,2.341956229,1.541956672,3.141955786,-0.007009856,5.892499649,4.18305E-07,0.000103038,6.343332156
ENSG00000042493.15,CAPG,2.088247973,1.371852314,2.804643631,-0.045206158,5.867318461,4.56236E-07,0.000110679,6.261410049
ENSG00000066336.11,SPI1,1.638102302,1.073417331,2.202787273,-0.00368559,5.839092151,5.02835E-07,0.000119319,6.169623139
ENSG00000258227.6,CLEC5A,2.820920365,1.848119671,3.793721058,0.162938136,5.836836022,5.06758E-07,0.000119319,6.162288593
ENSG00000134955.11,SLC37A2,2.382255315,1.558831068,3.205679561,0.100013455,5.823380817,5.30795E-07,0.000123167,6.118552755
ENSG00000183160.8,TMEM119,1.821742066,1.18870136,2.454782773,-0.13161138,5.792496598,5.90343E-07,0.000135028,6.018206055
ENSG00000135678.11,CPM,1.908919634,1.244101602,2.573737667,-0.280797493,5.779568191,6.17201E-07,0.000139183,5.976217913
ENSG00000142347.17,MYO1F,1.876320103,1.221668036,2.53097217,-0.056474686,5.769084846,6.3987E-07,0.00014069,5.942178698
ENSG00000271009.3,AC116667.1,2.021086183,1.315836797,2.72633557,-0.101887324,5.768363951,6.41459E-07,0.00014069,5.939838232
ENSG00000234906.9,APOC2,2.069890797,1.345061548,2.794720046,-0.093366888,5.748072822,6.87828E-07,0.000148822,5.873975177
ENSG00000167081.16,PBX3,0.906854791,0.588862017,1.224847566,-0.198982201,5.740253044,7.06574E-07,0.000150839,5.848600437
ENSG00000102034.16,ELF4,2.236516825,1.446382857,3.026650792,-0.303002531,5.69746906,8.18498E-07,0.000172434,5.709845739
ENSG00000141480.17,ARRB2,0.80123348,0.516050414,1.086416547,0.10960715,5.655172959,9.4644E-07,0.00019551,5.572807602
ENSG00000186635.14,ARAP1,1.166228997,0.750997471,1.581460522,-0.126722358,5.653326319,9.52457E-07,0.00019551,5.566827723
ENSG00000106799.12,TGFBR1,1.023275657,0.658339747,1.388211567,-0.063023814,5.64399448,9.83452E-07,0.000198811,5.536613085
ENSG00000130592.15,LSP1,2.517403042,1.618636925,3.41616916,0.078043061,5.637890011,1.00427E-06,0.000198811,5.516851838
ENSG00000123329.17,ARHGAP9,1.055762727,0.678803633,1.432721821,0.274817294,5.637449164,1.00579E-06,0.000198811,5.515424854
ENSG00000122122.9,SASH3,2.058798419,1.322871085,2.794725753,-0.071692246,5.631050603,1.02811E-06,0.000200745,5.494715076
ENSG00000119535.17,CSF3R,2.152350507,1.379535005,2.925166008,-0.136130253,5.605930513,1.1206E-06,0.000216168,5.41344357
ENSG00000105281.12,SLC1A5,2.386185042,1.526589287,3.245780797,-0.020062198,5.58753678,1.19352E-06,0.000226834,5.35396808
ENSG00000127084.18,FGD3,1.891958764,1.210084317,2.57383321,-0.038804789,5.584930707,1.20423E-06,0.000226834,5.345543818
ENSG00000134056.11,MRPS36,-1.081574909,-1.472224459,-0.690925359,0.008211528,-5.57288156,1.25498E-06,0.000232987,5.306602144
ENSG00000273749.4,CYFIP1,0.662006326,0.422759303,0.901253349,0.057722411,5.569627306,1.26905E-06,0.000232987,5.29608693
ENSG00000066294.14,CD84,2.350018817,1.500327483,3.199710151,0.090750434,5.566993173,1.28055E-06,0.000232987,5.287576163
ENSG00000276231.4,PIK3R6,1.810152581,1.154957954,2.465347208,-0.037097658,5.561032003,1.30696E-06,0.000234454,5.268318198
ENSG00000204577.11,LILRB3,2.299443947,1.466783183,3.132104711,-0.04600971,5.558597971,1.3179E-06,0.000234454,5.260455819
ENSG00000121281.12,ADCY7,1.526775452,0.971194451,2.082356452,-0.00509757,5.531441467,1.44628E-06,0.000254466,5.172772297
ENSG00000115318.11,LOXL3,1.21276228,0.770578902,1.654945657,0.023193438,5.520568539,1.50109E-06,0.000261239,5.137684964
ENSG00000082074.16,FYB1,2.021633554,1.2819934,2.761273708,-0.186287495,5.50164413,1.60146E-06,0.000275709,5.076642345
ENSG00000182578.13,CSF1R,1.656286228,1.049109603,2.263462854,-0.018846442,5.490740068,1.66228E-06,0.000283136,5.041486106
ENSG00000204257.14,HLA-DMA,1.801589495,1.140262346,2.462916644,-0.105019759,5.483401254,1.7045E-06,0.000287271,5.017831393
ENSG00000235641.4,LINC00484,1.511373952,0.95624318,2.066504724,0.123756149,5.480083416,1.72393E-06,0.00028752,5.007139
ENSG00000185811.18,IKZF1,1.966905676,1.243981198,2.689830154,-0.092158364,5.476475402,1.74532E-06,0.000288086,4.995512717
ENSG00000162813.17,BPNT1,-0.817023505,-1.117618196,-0.516428814,0.015681126,-5.470963068,1.7785E-06,0.000290567,4.977752606
ENSG00000099331.13,MYO9B,1.058524568,0.668225318,1.448823818,-0.347146339,5.459008407,1.85262E-06,0.000295674,4.939246739
ENSG00000137161.16,CNPY3,0.774368537,0.488837032,1.059900042,-0.025438666,5.458888227,1.85338E-06,0.000295674,4.938859716
ENSG00000110876.9,SELPLG,1.889605918,1.192618055,2.58659378,-0.084969753,5.457032785,1.86516E-06,0.000295674,4.932884698
ENSG00000105967.15,TFEC,2.214279546,1.396337384,3.032221708,0.117918501,5.44904496,1.91673E-06,0.000299204,4.907165866
ENSG00000104774.12,MAN2B1,1.115263114,0.703198243,1.527327984,-0.103297946,5.447814175,1.9248E-06,0.000299204,4.903203636
ENSG00000137841.11,PLCB2,1.594256976,1.003989961,2.184523992,-0.033861346,5.436511974,2.0005E-06,0.000306936,4.866826251
ENSG00000012779.10,ALOX5,1.731961446,1.090206223,2.373716669,-0.135104162,5.432244967,2.02985E-06,0.000306936,4.853095948
ENSG00000077454.15,LRCH4,0.875306912,0.550954607,1.199659218,-0.119550995,5.431926782,2.03205E-06,0.000306936,4.852072175
ENSG00000223865.10,HLA-DPB1,1.492087279,0.938810051,2.045364508,-0.058781419,5.428276607,2.05752E-06,0.000307878,4.840328372
ENSG00000141968.7,VAV1,1.931066531,1.213138036,2.648995026,-0.047878931,5.414103873,2.15943E-06,0.000320136,4.794743714
ENSG00000010671.15,BTK,2.387059417,1.49863679,3.275482045,-0.132931151,5.408217588,2.20322E-06,0.00032363,4.775817722
ENSG00000105122.12,RASAL3,2.073877661,1.295853003,2.85190232,-0.177784871,5.365377826,2.54949E-06,0.00037109,4.638192982
ENSG00000168209.4,DDIT4,1.621594375,1.012647519,2.230541232,-0.148227205,5.360105953,2.59567E-06,0.000374019,4.621271312
ENSG00000118503.14,TNFAIP3,1.736606183,1.08418618,2.389026186,-0.069280395,5.357776748,2.61633E-06,0.000374019,4.613796055
ENSG00000072042.12,RDH11,-0.520982473,-0.717055897,-0.324909048,-0.085527358,-5.348289612,2.7022E-06,0.000382875,4.583354978
ENSG00000142552.7,RCN3,1.148436084,0.715454111,1.581418058,0.086246132,5.338847948,2.79042E-06,0.000391115,4.553070351
ENSG00000100599.15,RIN3,1.857692551,1.157048733,2.558336369,0.034068222,5.336875643,2.80921E-06,0.000391115,4.546745418
ENSG00000162946.22,DISC1,1.316940764,0.819232637,1.814648892,-0.168183157,5.326010843,2.91497E-06,0.000402341,4.51191174
ENSG00000155926.13,SLA,1.711891633,1.063041817,2.36074145,0.046789515,5.310588139,3.07189E-06,0.000420377,4.462489499
ENSG00000169413.2,RNASE6,2.25181066,1.396441861,3.10717946,-0.054311716,5.298940022,3.19593E-06,0.000433644,4.425182334
ENSG00000121671.11,CRY2,-0.522669165,-0.72168185,-0.32365648,0.129790688,-5.286359061,3.33547E-06,0.000448775,4.384906396
ENSG00000095303.15,PTGS1,1.762564881,1.090247905,2.434881857,0.034473457,5.27693292,3.44396E-06,0.00045951,4.354743189
ENSG00000134061.5,CD180,2.715170438,1.678311326,3.752029549,-0.054480837,5.270937737,3.51477E-06,0.000463258,4.335564773
ENSG00000090104.11,RGS1,3.813300462,2.356436571,5.270164354,-0.355972229,5.268567939,3.54315E-06,0.000463258,4.327985129
ENSG00000146094.14,DOK3,1.13997198,0.704340244,1.575603716,0.232935568,5.267265429,3.55885E-06,0.000463258,4.323819443
ENSG00000149418.10,ST14,2.183708108,1.347596229,3.019819987,0.26503,5.257033336,3.68458E-06,0.000475757,4.2911028
ENSG00000081237.19,PTPRC,1.739795949,1.072099709,2.407492189,-0.176316933,5.244811964,3.84053E-06,0.000488353,4.25204341
ENSG00000185215.8,TNFAIP2,1.366409295,0.841990787,1.890827804,0.136226743,5.244611644,3.84314E-06,0.000488353,4.25140335
ENSG00000168918.13,INPP5D,1.690360152,1.040605206,2.340115098,-0.069377288,5.236488937,3.95045E-06,0.000498037,4.22545435
ENSG00000242574.8,HLA-DMB,2.274002491,1.398843994,3.149160988,-0.064904419,5.230157416,4.03615E-06,0.000501417,4.205233599
ENSG00000121966.6,CXCR4,2.644197673,1.626514945,3.661880401,-0.273812243,5.22988396,4.0399E-06,0.000501417,4.204360393
ENSG00000132965.9,ALOX5AP,2.14794951,1.318589523,2.977309496,-0.016907565,5.213045649,4.27708E-06,0.000526771,4.150611316
ENSG00000184922.13,FMNL1,0.617423637,0.378673473,0.856173802,0.326897377,5.205352087,4.38998E-06,0.000536549,4.126065737
ENSG00000107099.15,DOCK8,1.879595462,1.152380108,2.606810816,-0.151788173,5.202497572,4.43262E-06,0.000537656,4.116960742
ENSG00000106066.14,CPVL,1.8648291,1.139349945,2.590308255,-0.098398528,5.173978709,4.88171E-06,0.000586514,4.026056773
ENSG00000130208.9,APOC1,2.161353055,1.320251565,3.002454544,-0.002299295,5.17234935,4.90868E-06,0.000586514,4.020866632
ENSG00000057252.12,SOAT1,0.72990052,0.445108802,1.014692237,0.031624091,5.158778205,5.13915E-06,0.000609503,3.977651978
ENSG00000167261.13,DPEP2,2.751279697,1.676692593,3.825866801,0.03242984,5.153516334,5.23136E-06,0.000615877,3.960903686
ENSG00000135842.16,FAM129A,1.524490542,0.927314069,2.121667016,-0.035468679,5.138455296,5.50441E-06,0.000643293,3.912987287
ENSG00000198467.14,TPM2,1.439697525,0.874312068,2.005082983,0.086918767,5.125510912,5.75032E-06,0.000667162,3.871831545
ENSG00000127951.6,FGL2,1.38511172,0.840546035,1.929677404,-0.066676194,5.119706572,5.86408E-06,0.000675466,3.853385121
ENSG00000110057.7,UNC93B1,1.377978991,0.835494647,1.920463335,0.031152235,5.112883829,6.00064E-06,0.000686259,3.83170861
ENSG00000155659.14,VSIG4,2.003000971,1.211498672,2.79450327,0.192735762,5.09377218,6.40012E-06,0.000726754,3.771026443
ENSG00000173369.15,C1QB,2.227956656,1.347074655,3.108838657,-0.041576739,5.090958296,6.46111E-06,0.000728513,3.762096663
ENSG00000170776.21,AKAP13,0.525811061,0.317713686,0.733908435,0.138595453,5.085968368,6.57069E-06,0.000735687,3.74626426
ENSG00000151632.17,AKR1C2,2.055193995,1.239897905,2.870490085,0.122358084,5.073971232,6.8417E-06,0.000760712,3.708214625
ENSG00000010610.9,CD4,1.354850486,0.816453607,1.893247365,-0.004662376,5.065232394,7.04603E-06,0.000776568,3.680512982
ENSG00000175538.10,KCNE3,1.961615858,1.181871297,2.741360419,0.021226158,5.063748732,7.08131E-06,0.000776568,3.675811045
ENSG00000136167.13,LCP1,1.817222631,1.09183406,2.542611202,-0.09231059,5.042523909,7.60558E-06,0.000828387,3.60858467
ENSG00000101160.13,CTSZ,1.204967743,0.72358018,1.686355305,0.071985832,5.038382019,7.71226E-06,0.000828773,3.595474255
ENSG00000089639.10,GMIP,0.988395456,0.593351479,1.383439434,0.120446768,5.036117256,7.77122E-06,0.000828773,3.588306716
ENSG00000205056.8,LINC02397,2.40892173,1.445756696,3.372086764,0.030178005,5.03422381,7.82086E-06,0.000828773,3.582314961
ENSG00000105329.9,TGFB1,1.902663021,1.141764514,2.663561528,-0.013876375,5.033217335,7.84737E-06,0.000828773,3.579130236
ENSG00000167895.14,TMC8,1.800681262,1.080426718,2.520935807,-0.303767653,5.032240356,7.87318E-06,0.000828773,3.576038998
ENSG00000106785.14,TRIM14,0.856847088,0.513997422,1.199696755,0.10716498,5.030488166,7.9197E-06,0.000828773,3.570495321
ENSG00000168476.11,REEP4,1.463100885,0.877422202,2.048779568,-0.199931333,5.028348776,7.97686E-06,0.000829334,3.563727278
ENSG00000182093.15,WRB,-0.620269366,-0.869108463,-0.37143027,-0.125905759,-5.017325247,8.2779E-06,0.00085508,3.528865724
ENSG00000167244.19,IGF2,2.665625062,1.59279743,3.738452694,-0.019113952,5.001262503,8.73672E-06,0.00089669,3.478103578
ENSG00000184988.8,TMEM106A,1.466468067,0.874547243,2.05838889,-0.121026442,4.986772199,9.1721E-06,0.000935378,3.43234756
ENSG00000125730.16,C3,2.069910516,1.233932047,2.905888984,-0.23974542,4.983873574,9.26172E-06,0.000938541,3.423198811
ENSG00000166428.13,PLD4,1.038809529,0.618992777,1.458626281,0.107598589,4.980657733,9.36216E-06,0.000942752,3.413050514
ENSG00000177731.15,FLII,0.601692248,0.358117914,0.845266583,-0.10054603,4.972255424,9.6297E-06,0.000963632,3.386543459
ENSG00000118640.10,VAMP8,1.939548354,1.153846451,2.725250258,-0.131402655,4.968820911,9.74122E-06,0.000968737,3.37571195
ENSG00000171812.12,COL8A2,1.899065568,1.128457834,2.669673302,-0.187362599,4.960404976,1.00199E-05,0.000990299,3.349178963
ENSG00000163131.10,CTSS,1.623733573,0.963702176,2.283764969,-0.024115322,4.95177284,1.03139E-05,0.001013101,3.321977053
ENSG00000052802.12,MSMO1,-1.219563754,-1.716716949,-0.72241056,-0.112422541,-4.937701276,1.08114E-05,0.0010555,3.277662033
ENSG00000186517.13,ARHGAP30,1.674023039,0.990313425,2.357732654,-0.152330786,4.928335691,1.11556E-05,0.001082503,3.248186655
ENSG00000159399.9,HK2,1.54045529,0.908814886,2.172095695,-0.401382667,4.908962712,1.19023E-05,0.001143247,3.187265518
ENSG00000173852.14,DPY19L1,-0.732309335,-1.032615798,-0.432002871,0.045798625,-4.90840544,1.19244E-05,0.001143247,3.185514092
ENSG00000176783.14,RUFY1,0.588210374,0.346545612,0.829875136,-0.040841121,4.899253247,1.22948E-05,0.001171734,3.156758094
ENSG00000100055.20,CYTH4,1.622475104,0.955432131,2.289518078,-0.048015251,4.895925109,1.24322E-05,0.001177822,3.146304921
ENSG00000126561.16,STAT5A,1.615271617,0.950338868,2.280204367,-0.22178027,4.889656786,1.26952E-05,0.001195664,3.126622571
ENSG00000104915.14,STX10,0.641173567,0.377108921,0.905238214,-0.100187269,4.887377526,1.27922E-05,0.001197752,3.119467545
ENSG00000051523.10,CYBA,1.684129387,0.989756893,2.378501881,-0.048252761,4.881951755,1.3026E-05,0.001198772,3.102438867
ENSG00000118785.13,SPP1,2.425779308,1.425386935,3.426171681,-0.483508356,4.880804957,1.30759E-05,0.001198772,3.098840359
ENSG00000184060.10,ADAP2,1.718272611,1.00959871,2.426946513,0.04426511,4.880408405,1.30933E-05,0.001198772,3.097596086
ENSG00000187474.4,FPR3,2.325488814,1.366336552,3.284641075,0.035767425,4.880195696,1.31026E-05,0.001198772,3.096928674
ENSG00000197355.10,UAP1L1,0.98273235,0.576169037,1.389295664,-0.276030668,4.865389385,1.3766E-05,0.001252319,3.050491885
ENSG00000111679.16,PTPN6,1.700295062,0.996137096,2.404453027,-0.033658817,4.86031856,1.40008E-05,0.001266478,3.034597739
ENSG00000137462.7,TLR2,1.771388545,1.037238329,2.505538761,0.055305167,4.856679436,1.41717E-05,0.001274735,3.023194134
ENSG00000213654.9,GPSM3,2.005706768,1.174112063,2.837301472,0.029529826,4.854743208,1.42634E-05,0.001275821,3.017127762
ENSG00000185862.6,EVI2B,1.455965295,0.851728426,2.060202164,-0.294318627,4.850140726,1.44839E-05,0.001288344,3.002710625
ENSG00000170677.5,SOCS6,0.746202575,0.436348929,1.05605622,-0.111424709,4.847420233,1.46158E-05,0.001292893,2.994190645
ENSG00000216490.3,IFI30,2.033295676,1.188449021,2.878142331,-0.040988719,4.844324043,1.47673E-05,0.001299121,2.984495778
ENSG00000271605.5,MILR1,2.405245525,1.404009679,3.406481371,-0.027197476,4.835412889,1.52122E-05,0.001330942,2.956603138
ENSG00000135378.3,PRRG4,1.971874715,1.15044525,2.793304181,-0.063924641,4.83191826,1.53902E-05,0.0013392,2.945668815
ENSG00000148908.14,RGS10,1.773258291,1.033588121,2.512928461,-0.056834439,4.825523474,1.57213E-05,0.001360616,2.925666288
ENSG00000157227.12,MMP14,1.86732168,1.087867481,2.64677588,-0.251211758,4.822131796,1.58997E-05,0.001368661,2.915060514
ENSG00000167851.14,CD300A,1.868862801,1.088357089,2.649368514,-0.032725241,4.819609722,1.60337E-05,0.001372813,2.907175434
ENSG00000177575.12,CD163,2.720770267,1.581614435,3.859926098,0.223854339,4.807499779,1.66927E-05,0.00142163,2.869331834
ENSG00000187098.15,MITF,0.735052652,0.426826533,1.04327877,-0.290852315,4.800202393,1.71025E-05,0.001448829,2.846541345
ENSG00000140836.16,ZFHX3,1.28740708,0.74681293,1.828001229,-0.057034157,4.793526026,1.74862E-05,0.001473533,2.825699558
ENSG00000185436.11,IFNLR1,1.635575832,0.948387765,2.3227639,0.091674224,4.790773216,1.76468E-05,0.001479284,2.817108611
ENSG00000204103.3,MAFB,1.424007108,0.825480287,2.02253393,0.261348999,4.788936496,1.77548E-05,0.001480584,2.811377427
ENSG00000118557.15,PMFBP1,1.271005254,0.735723091,1.806287417,-0.102985336,4.779419071,1.83249E-05,0.001513212,2.781690625
ENSG00000115956.9,PLEK,1.445733637,0.836830432,2.054636842,-0.031527472,4.77914892,1.83413E-05,0.001513212,2.780848232
ENSG00000141497.13,ZMYND15,1.741968571,1.008077158,2.475859985,-0.126340034,4.777701875,1.84296E-05,0.001513212,2.776336266
ENSG00000168961.16,LGALS9,1.599806712,0.924723743,2.274889681,-0.064435674,4.770027699,1.8905E-05,0.001544325,2.752414805
ENSG00000140368.12,PSTPIP1,1.572988588,0.908659906,2.237317271,-0.052580211,4.765989774,1.91599E-05,0.001557206,2.739832807
ENSG00000130775.15,THEMIS2,1.50776818,0.870642847,2.144893513,-0.285031722,4.76343494,1.9323E-05,0.001560004,2.731873759
ENSG00000187796.14,CARD9,1.346593413,0.777451091,1.915735734,0.121521911,4.762402996,1.93892E-05,0.001560004,2.728659329
ENSG00000107719.8,PALD1,1.497250823,0.863422201,2.131079445,-0.031537237,4.75481092,1.98835E-05,0.001584949,2.705017244
ENSG00000164674.15,SYTL3,1.715395237,0.989051588,2.441738885,-0.137195205,4.75370902,1.99563E-05,0.001584949,2.70158685
ENSG00000100902.10,PSMA6,-0.746212736,-1.062219045,-0.430206426,-0.025265769,-4.75310536,1.99962E-05,0.001584949,2.699707663
ENSG00000197093.10,GAL3ST4,1.577680307,0.909262436,2.246098178,0.055382555,4.750961265,2.01388E-05,0.00158839,2.693033728
