gene_name,ensembl_id,official_symbol,is_upregulated_in_AD,brain_region,study,quality_assessment
FMNL2,ENSG00000157827,FMNL2,False,Temporal Lobe,King_et_al,1.8
ZNF879,ENSG00000234284,ZNF879,False,Temporal Lobe,King_et_al,1.8
TCEA3,ENSG00000204219,TCEA3,False,Temporal Lobe,King_et_al,1.8
PRUNE2,ENSG00000106772,PRUNE2,False,Temporal Lobe,King_et_al,1.8
MTF1,ENSG00000188786,MTF1,False,Temporal Lobe,King_et_al,1.8
RMND5A,ENSG00000153561,RMND5A,False,Temporal Lobe,King_et_al,1.8
KMT2C,ENSG00000055609,KMT2C,False,Temporal Lobe,King_et_al,1.8
KCTD10,ENSG00000110906,KCTD10,False,Temporal Lobe,King_et_al,1.8
CDC42BPA,ENSG00000143776,CDC42BPA,False,Temporal Lobe,King_et_al,1.8
MARCHF8,ENSG00000278545,MARCHF8,False,Temporal Lobe,King_et_al,1.8
ZFR,ENSG00000056097,ZFR,False,Temporal Lobe,King_et_al,1.8
ST18,ENSG00000147488,ST18,False,Temporal Lobe,King_et_al,1.8
EDRF1-DT,ENSG00000224023,EDRF1-DT,False,Temporal Lobe,King_et_al,1.8
KLHL20,ENSG00000076321,KLHL20,False,Temporal Lobe,King_et_al,1.8
CEP120,ENSG00000168944,CEP120,False,Temporal Lobe,King_et_al,1.8
CNTRL,ENSG00000119397,CNTRL,False,Temporal Lobe,King_et_al,1.8
RTL6,ENSG00000188636,RTL6,False,Temporal Lobe,King_et_al,1.8
TJAP1,ENSG00000137221,TJAP1,False,Temporal Lobe,King_et_al,1.8
VPS54,ENSG00000143952,VPS54,False,Temporal Lobe,King_et_al,1.8
CNOT1,ENSG00000125107,CNOT1,False,Temporal Lobe,King_et_al,1.8
POLA1,ENSG00000101868,POLA1,False,Temporal Lobe,King_et_al,1.8
AGO4,ENSG00000134698,AGO4,False,Temporal Lobe,King_et_al,1.8
WDFY3,ENSG00000163625,WDFY3,False,Temporal Lobe,King_et_al,1.8
SHROOM1,ENSG00000164403,SHROOM1,False,Temporal Lobe,King_et_al,1.8
NCBP3,ENSG00000074356,NCBP3,False,Temporal Lobe,King_et_al,1.8
ZNF644,ENSG00000122482,ZNF644,False,Temporal Lobe,King_et_al,1.8
CBX5,ENSG00000094916,CBX5,False,Temporal Lobe,King_et_al,1.8
STAG1,ENSG00000118007,STAG1,False,Temporal Lobe,King_et_al,1.8
JADE2,ENSG00000043143,JADE2,False,Temporal Lobe,King_et_al,1.8
CWC22,ENSG00000163510,CWC22,False,Temporal Lobe,King_et_al,1.8
ENSG00000272182,ENSG00000272182,,False,Temporal Lobe,King_et_al,1.8
UBXN7,ENSG00000163960,UBXN7,False,Temporal Lobe,King_et_al,1.8
RNF168,ENSG00000163961,RNF168,False,Temporal Lobe,King_et_al,1.8
GRB10,ENSG00000106070,GRB10,False,Temporal Lobe,King_et_al,1.8
GPAT4,ENSG00000158669,GPAT4,False,Temporal Lobe,King_et_al,1.8
FRMD5,ENSG00000171877,FRMD5,False,Temporal Lobe,King_et_al,1.8
ABCA6,ENSG00000154262,ABCA6,False,Temporal Lobe,King_et_al,1.8
TRMT13,ENSG00000122435,TRMT13,False,Temporal Lobe,King_et_al,1.8
PPP1R9A,ENSG00000158528,PPP1R9A,False,Temporal Lobe,King_et_al,1.8
KHNYN,ENSG00000100441,KHNYN,False,Temporal Lobe,King_et_al,1.8
TBC1D20,ENSG00000125875,TBC1D20,False,Temporal Lobe,King_et_al,1.8
SPTLC2,ENSG00000100596,SPTLC2,False,Temporal Lobe,King_et_al,1.8
MCM3AP,ENSG00000160294,MCM3AP,False,Temporal Lobe,King_et_al,1.8
ADAM10,ENSG00000137845,ADAM10,False,Temporal Lobe,King_et_al,1.8
DNAJC21,ENSG00000168724,DNAJC21,False,Temporal Lobe,King_et_al,1.8
GIGYF2,ENSG00000204120,GIGYF2,False,Temporal Lobe,King_et_al,1.8
PRDX2,ENSG00000167815,PRDX2,True,Temporal Lobe,King_et_al,1.8
ABHD2,ENSG00000140526,ABHD2,True,Temporal Lobe,King_et_al,1.8
CHST8,ENSG00000124302,CHST8,True,Temporal Lobe,King_et_al,1.8
CREB3L1,ENSG00000157613,CREB3L1,True,Temporal Lobe,King_et_al,1.8
LRP1,ENSG00000123384,LRP1,True,Temporal Lobe,King_et_al,1.8
SLC19A2,ENSG00000117479,SLC19A2,True,Temporal Lobe,King_et_al,1.8
RGMA,ENSG00000182175,RGMA,True,Temporal Lobe,King_et_al,1.8
NTMT1,ENSG00000148335,NTMT1,True,Temporal Lobe,King_et_al,1.8
EPHB3,ENSG00000182580,EPHB3,True,Temporal Lobe,King_et_al,1.8
FXYD7,ENSG00000221946,FXYD7,True,Temporal Lobe,King_et_al,1.8
KCNF1,ENSG00000162975,KCNF1,True,Temporal Lobe,King_et_al,1.8
ADGRB1,ENSG00000181790,ADGRB1,True,Temporal Lobe,King_et_al,1.8
TMEM132E,ENSG00000181291,TMEM132E,True,Temporal Lobe,King_et_al,1.8
COL26A1,ENSG00000160963,COL26A1,True,Temporal Lobe,King_et_al,1.8
SSPOP,ENSG00000197558,SSPOP,True,Temporal Lobe,King_et_al,1.8
IL1RAP,ENSG00000196083,IL1RAP,True,Temporal Lobe,King_et_al,1.8
PGAM1,ENSG00000171314,PGAM1,True,Temporal Lobe,King_et_al,1.8
CACNG2,ENSG00000166862,CACNG2,True,Temporal Lobe,King_et_al,1.8
CIDECP1,ENSG00000186162,CIDECP1,True,Temporal Lobe,King_et_al,1.8
CYC1,ENSG00000179091,CYC1,True,Temporal Lobe,King_et_al,1.8
PKM,ENSG00000067225,PKM,True,Temporal Lobe,King_et_al,1.8
GALNT9,ENSG00000182870,GALNT9,True,Temporal Lobe,King_et_al,1.8
NDUFS3,ENSG00000213619,NDUFS3,True,Temporal Lobe,King_et_al,1.8
PXDN,ENSG00000130508,PXDN,True,Temporal Lobe,King_et_al,1.8
SDC3,ENSG00000162512,SDC3,True,Temporal Lobe,King_et_al,1.8
ATP1B2,ENSG00000129244,ATP1B2,True,Temporal Lobe,King_et_al,1.8
SARDH,ENSG00000123453,SARDH,True,Temporal Lobe,King_et_al,1.8
GFRA1,ENSG00000151892,GFRA1,True,Temporal Lobe,King_et_al,1.8
LARS2,ENSG00000011376,LARS2,True,Temporal Lobe,King_et_al,1.8
ATF7IP2,ENSG00000166669,ATF7IP2,True,Temporal Lobe,King_et_al,1.8
LINC00839,ENSG00000185904,LINC00839,True,Temporal Lobe,King_et_al,1.8
DGAT2,ENSG00000062282,DGAT2,True,Temporal Lobe,King_et_al,1.8
SDHAF4,ENSG00000154079,SDHAF4,True,Temporal Lobe,King_et_al,1.8
TMEM9,ENSG00000116857,TMEM9,True,Temporal Lobe,King_et_al,1.8
CFL1,ENSG00000172757,CFL1,True,Temporal Lobe,King_et_al,1.8
CXCL14,ENSG00000145824,CXCL14,True,Temporal Lobe,King_et_al,1.8
CHPF,ENSG00000123989,CHPF,True,Temporal Lobe,King_et_al,1.8
SLC43A2,ENSG00000278550,SLC43A2,True,Temporal Lobe,King_et_al,1.8
MRPL28,ENSG00000086504,MRPL28,True,Temporal Lobe,King_et_al,1.8
WNT7B,ENSG00000188064,WNT7B,True,Temporal Lobe,King_et_al,1.8
COL23A1,ENSG00000050767,COL23A1,True,Temporal Lobe,King_et_al,1.8
TBC1D24,ENSG00000162065,TBC1D24,True,Temporal Lobe,King_et_al,1.8
TMEM179,ENSG00000258986,TMEM179,True,Temporal Lobe,King_et_al,1.8
LRRC3B,ENSG00000179796,LRRC3B,True,Temporal Lobe,King_et_al,1.8
MEGF11,ENSG00000157890,MEGF11,True,Temporal Lobe,King_et_al,1.8
CLUH,ENSG00000132361,CLUH,True,Temporal Lobe,King_et_al,1.8
FAT3,ENSG00000165323,FAT3,True,Temporal Lobe,King_et_al,1.8
ST6GAL2,ENSG00000144057,ST6GAL2,True,Temporal Lobe,King_et_al,1.8
RDH11,ENSG00000072042,RDH11,True,Temporal Lobe,King_et_al,1.8
TPI1,ENSG00000111669,TPI1,True,Temporal Lobe,King_et_al,1.8
HM13,ENSG00000101294,HM13,True,Temporal Lobe,King_et_al,1.8
SSTR1,ENSG00000139874,SSTR1,True,Temporal Lobe,King_et_al,1.8
ADORA2B,ENSG00000170425,ADORA2B,True,Temporal Lobe,King_et_al,1.8
F3,ENSG00000117525,F3,True,Temporal Lobe,King_et_al,1.8
ABCA3,ENSG00000167972,ABCA3,True,Temporal Lobe,King_et_al,1.8
NR1D1,ENSG00000126368,NR1D1,True,Temporal Lobe,King_et_al,1.8
ATP13A2,ENSG00000159363,ATP13A2,True,Temporal Lobe,King_et_al,1.8
FGFR1,ENSG00000077782,FGFR1,True,Temporal Lobe,King_et_al,1.8
ATAT1,ENSG00000229061,ATAT1,True,Temporal Lobe,King_et_al,1.8
IFT27,ENSG00000100360,IFT27,True,Temporal Lobe,King_et_al,1.8
LRRC75A,ENSG00000181350,LRRC75A,True,Temporal Lobe,King_et_al,1.8
TMEM198,ENSG00000188760,TMEM198,True,Temporal Lobe,King_et_al,1.8
OLFM2,ENSG00000105088,OLFM2,True,Temporal Lobe,King_et_al,1.8
GPC1,ENSG00000063660,GPC1,True,Temporal Lobe,King_et_al,1.8
ATP6V0E2,ENSG00000171130,ATP6V0E2,True,Temporal Lobe,King_et_al,1.8
TMEM203,ENSG00000187713,TMEM203,True,Temporal Lobe,King_et_al,1.8
GRIK3,ENSG00000163873,GRIK3,True,Temporal Lobe,King_et_al,1.8
ARF5,ENSG00000004059,ARF5,True,Temporal Lobe,King_et_al,1.8
CRY2,ENSG00000121671,CRY2,True,Temporal Lobe,King_et_al,1.8
MRPL15,ENSG00000137547,MRPL15,True,Temporal Lobe,King_et_al,1.8
PCP4,ENSG00000291560,PCP4,True,Temporal Lobe,King_et_al,1.8
TRMT10C,ENSG00000174173,TRMT10C,True,Temporal Lobe,King_et_al,1.8
ENSG00000279672,ENSG00000279672,,True,Temporal Lobe,King_et_al,1.8
DSCAM,ENSG00000291561,DSCAM,True,Temporal Lobe,King_et_al,1.8
GAL3ST3,ENSG00000175229,GAL3ST3,True,Temporal Lobe,King_et_al,1.8
DHRS11,ENSG00000275397,DHRS11,True,Temporal Lobe,King_et_al,1.8
MDH2,ENSG00000146701,MDH2,True,Temporal Lobe,King_et_al,1.8
CGREF1,ENSG00000138028,CGREF1,True,Temporal Lobe,King_et_al,1.8
ACTG1,ENSG00000184009,ACTG1,True,Temporal Lobe,King_et_al,1.8
FKBP10,ENSG00000141756,FKBP10,True,Temporal Lobe,King_et_al,1.8
SLC25A11,ENSG00000108528,SLC25A11,True,Temporal Lobe,King_et_al,1.8
TSPAN7,ENSG00000156298,TSPAN7,True,Temporal Lobe,King_et_al,1.8
DCHS2,ENSG00000284227,DCHS2,True,Temporal Lobe,King_et_al,1.8
PRKCG,ENSG00000126583,PRKCG,True,Temporal Lobe,King_et_al,1.8
SEZ6,ENSG00000063015,SEZ6,True,Temporal Lobe,King_et_al,1.8
MAP1LC3A,ENSG00000101460,MAP1LC3A,True,Temporal Lobe,King_et_al,1.8
TMEM158,ENSG00000249992,TMEM158,True,Temporal Lobe,King_et_al,1.8
GABRQ,ENSG00000268089,GABRQ,True,Temporal Lobe,King_et_al,1.8
CDO1,ENSG00000129596,CDO1,True,Temporal Lobe,King_et_al,1.8
CEBPZOS,ENSG00000218739,CEBPZOS,True,Temporal Lobe,King_et_al,1.8
PTPRF,ENSG00000142949,PTPRF,True,Temporal Lobe,King_et_al,1.8
GNG3,ENSG00000162188,GNG3,True,Temporal Lobe,King_et_al,1.8
ADAM11,ENSG00000073670,ADAM11,True,Temporal Lobe,King_et_al,1.8
ABCC8,ENSG00000006071,ABCC8,True,Temporal Lobe,King_et_al,1.8
TNR,ENSG00000116147,TNR,True,Temporal Lobe,King_et_al,1.8
RNFT2,ENSG00000135119,RNFT2,True,Temporal Lobe,King_et_al,1.8
MROH1,ENSG00000179832,MROH1,True,Temporal Lobe,King_et_al,1.8
CD38,ENSG00000004468,CD38,True,Temporal Lobe,King_et_al,1.8
POMGNT2,ENSG00000144647,POMGNT2,True,Temporal Lobe,King_et_al,1.8
