gene,gene_name,BA17_THp_HA_vs_AD.l2fc,BA17_THp_HA_vs_AD.pval,BA17_THp_HA_vs_AD.padj,BA17_THp_HA_vs_AD.raw_l2fc,,,,,
ENSG00000144290,SLC4A10,0.418874992,0.199499298,0.999962927,1.132907539,,,,,
ENSG00000041353,RAB27B,0.337198882,0.311676722,0.999962927,0.568379838,,,,,
ENSG00000030110,BAK1,0.215540407,0.358430381,0.999962927,0.265173547,,,,,
ENSG00000120156,TEK,0.593589904,0.036350211,0.999962927,0.68645418,,,,,
ENSG00000100003,SEC14L2,-0.015234662,0.9559282,0.999962927,-0.110693237,,,,,
ENSG00000272944,AC079834.2,0.08324466,0.803041728,0.999962927,0.123097838,,,,,
ENSG00000180044,C3orf80,0.293750539,0.372099866,0.999962927,0.662054847,,,,,
ENSG00000128656,CHN1,0.270111063,0.409249706,0.999962927,0.407660655,,,,,
ENSG00000196950,SLC39A10,0.313271316,0.25929479,0.999962927,0.394644637,,,,,
ENSG00000081026,MAGI3,0.374964654,0.199738158,0.999962927,0.49478279,,,,,
ENSG00000134121,CHL1,0.317450983,0.32764485,0.999962927,0.487005907,,,,,
ENSG00000145545,SRD5A1,0.146137028,0.612317583,0.999962927,0.193915226,,,,,
ENSG00000126733,DACH2,0.25727841,0.440971229,0.999962927,0.519020995,,,,,
ENSG00000117069,ST6GALNAC5,0.178109431,0.590639767,0.999962927,0.348380143,,,,,
ENSG00000253553,AC090578.1,0.298884831,0.364703162,0.999962927,0.679762166,,,,,
ENSG00000186479,RGS7BP,0.274448076,0.403258498,0.999962927,0.461947037,,,,,
ENSG00000101958,GLRA2,0.184774661,0.579201911,0.999962927,0.263024715,,,,,
ENSG00000076554,TPD52,-0.031280707,0.888189139,0.999962927,-0.065844396,,,,,
ENSG00000198673,FAM19A2,0.147651362,0.658524729,0.999962927,0.295247971,,,,,
ENSG00000105143,SLC1A6,0.213960001,0.512943274,0.999962927,0.308408192,,,,,
ENSG00000176165,FOXG1,0.02422732,0.938915353,0.999962927,0.001946809,,,,,
ENSG00000171033,PKIA,0.155004232,0.505197663,0.999962927,0.175761745,,,,,
ENSG00000163702,IL17RC,0.369156023,0.117034077,0.999962927,0.449934286,,,,,
ENSG00000117298,ECE1,0.218653112,0.466753288,0.999962927,0.226227784,,,,,
ENSG00000055813,CCDC85A,0.237285529,0.446397991,0.999962927,0.332689007,,,,,
ENSG00000278982,AL139125.1,-0.394151599,0.232653875,0.999962927,-1.042251248,,,,,
ENSG00000225110,PNMA6F,0.313649511,0.338174569,0.999962927,0.519763446,,,,,
ENSG00000260244,AC104083.1,-0.031919186,0.90353833,0.999962927,-0.033497978,,,,,
ENSG00000124749,COL21A1,-0.296947911,0.346646496,0.999962927,-0.540912538,,,,,
ENSG00000164112,TMEM155,0.26285745,0.431445533,0.999962927,0.452115166,,,,,
ENSG00000113100,CDH9,0.240086872,0.444366698,0.999962927,0.698826867,,,,,
ENSG00000259583,AC015712.2,0.255317151,0.439334608,0.999962927,0.551033653,,,,,
ENSG00000275395,FCGBP,0.523987421,0.114644992,0.999962927,0.957118251,,,,,
ENSG00000105559,PLEKHA4,0.546641032,0.079224053,0.999962927,0.813419599,,,,,
ENSG00000083750,RRAGB,0.171602091,0.465135149,0.999962927,0.188668377,,,,,
ENSG00000175938,ORAI3,0.109106202,0.691095233,0.999962927,0.133270932,,,,,
ENSG00000154027,AK5,0.008098044,0.972682942,0.999962927,-0.00399085,,,,,
ENSG00000197905,TEAD4,0.513910908,0.119944135,0.999962927,0.644369226,,,,,
ENSG00000182568,SATB1,-0.009324252,0.973242785,0.999962927,0.004070116,,,,,
ENSG00000120251,GRIA2,0.223120769,0.47800062,0.999962927,0.317391385,,,,,
ENSG00000109339,MAPK10,0.018706386,0.946908333,0.999962927,0.019144088,,,,,
ENSG00000087884,AAMDC,0.042332644,0.87214421,0.999962927,-0.02741057,,,,,
ENSG00000206052,DOK6,0.164808197,0.601915759,0.999962927,0.232480172,,,,,
ENSG00000101850,GPR143,0.392727134,0.210317363,0.999962927,0.525161262,,,,,
ENSG00000103316,CRYM,0.276477376,0.402994475,0.999962927,0.579947607,,,,,
ENSG00000104969,SGTA,0.058353526,0.755172409,0.999962927,0.067288514,,,,,
ENSG00000185742,C11orf87,0.314556593,0.339056415,0.999962927,0.776279603,,,,,
ENSG00000112038,OPRM1,-0.047943922,0.882739235,0.999962927,-0.156217019,,,,,
ENSG00000101977,MCF2,0.322430509,0.329444391,0.999962927,0.529717974,,,,,
ENSG00000109103,UNC119,-0.032782679,0.874622546,0.999962927,0.009424259,,,,,
ENSG00000146540,C7orf50,0.494841701,0.062101517,0.999962927,0.584434703,,,,,
ENSG00000050628,PTGER3,0.369504008,0.240982925,0.999962927,1.225345033,,,,,
ENSG00000177879,AP3S1,0.064581302,0.693470634,0.999962927,0.024666021,,,,,
ENSG00000142875,PRKACB,0.018299517,0.941903218,0.999962927,0.027204378,,,,,
ENSG00000153253,SCN3A,0.198555791,0.537799291,0.999962927,0.289168744,,,,,
ENSG00000162545,CAMK2N1,-0.171293161,0.339041292,0.999962927,-0.195451687,,,,,
ENSG00000204789,ZNF204P,0.087408782,0.779371391,0.999962927,0.113200297,,,,,
ENSG00000124216,SNAI1,-0.344258544,0.251653137,0.999962927,-0.57610984,,,,,
ENSG00000158156,XKR8,-0.272060642,0.211438048,0.999962927,-0.238720583,,,,,
ENSG00000172264,MACROD2,0.283691324,0.351588776,0.999962927,0.377636556,,,,,
ENSG00000203993,ARRDC1-AS1,0.007265383,0.96757795,0.999962927,0.009949852,,,,,
ENSG00000147246,HTR2C,0.417840853,0.16226424,0.999962927,1.761160841,,,,,
ENSG00000179520,SLC17A8,0.09198128,0.783181742,0.999962927,0.009207211,,,,,
ENSG00000162490,DRAXIN,0.205550811,0.48772365,0.999962927,0.330528118,,,,,
ENSG00000165973,NELL1,0.313749625,0.347786386,0.999962927,0.633676821,,,,,
ENSG00000125534,PPDPF,0.355074742,0.205757207,0.999962927,0.379967601,,,,,
ENSG00000187091,PLCD1,0.17632586,0.495973511,0.999962927,0.200011986,,,,,
ENSG00000162645,GBP2,0.693076081,0.029295086,0.999962927,0.987712595,,,,,
ENSG00000075234,TTC38,0.122840691,0.671218403,0.999962927,0.14641291,,,,,
ENSG00000108395,TRIM37,0.208712404,0.514294063,0.999962927,0.317589994,,,,,
ENSG00000264985,AC124804.1,0.256523725,0.435508794,0.999962927,0.695891483,,,,,
ENSG00000171509,RXFP1,0.070615753,0.827595775,0.999962927,0.063579877,,,,,
ENSG00000103160,HSDL1,0.049253354,0.770476542,0.999962927,0.04506546,,,,,
ENSG00000162636,FAM102B,0.210665999,0.50631311,0.999962927,0.278314485,,,,,
ENSG00000087245,MMP2,-4.23E-04,0.998923352,0.999962927,0.051233709,,,,,
ENSG00000164326,CARTPT,0.546227146,0.092898259,0.999962927,1.524990749,,,,,
ENSG00000167397,VKORC1,0.229755174,0.377853555,0.999962927,0.234786972,,,,,
ENSG00000167508,MVD,0.20965476,0.308511282,0.999962927,0.260931208,,,,,
ENSG00000178038,ALS2CL,-0.138182954,0.584715821,0.999962927,-0.162088309,,,,,
ENSG00000163536,SERPINI1,0.166506505,0.597034262,0.999962927,0.246152237,,,,,
ENSG00000185345,PRKN,0.262535534,0.343638375,0.999962927,0.328111048,,,,,
ENSG00000167157,PRRX2,-0.01787961,0.956645568,0.999962927,-0.112795497,,,,,
ENSG00000005810,MYCBP2,0.215563873,0.408108338,0.999962927,0.27113207,,,,,
ENSG00000143318,CASQ1,-0.190868908,0.558892197,0.999962927,-0.340918741,,,,,
ENSG00000204217,BMPR2,0.376976345,0.096242499,0.999962927,0.419026438,,,,,
ENSG00000163870,TPRA1,-0.010146262,0.956084961,0.999962927,0.005308346,,,,,
ENSG00000182492,BGN,0.431792272,0.136764437,0.999962927,0.556176555,,,,,
ENSG00000172270,BSG,0.254625751,0.412873407,0.999962927,0.248944032,,,,,
ENSG00000105671,DDX49,0.101159748,0.491392568,0.999962927,0.130397785,,,,,
ENSG00000233901,LINC01503,0.605571996,0.045853682,0.999962927,0.877960478,,,,,
ENSG00000113319,RASGRF2,-0.044329183,0.792563367,0.999962927,-0.071152054,,,,,
ENSG00000164600,NEUROD6,-0.007411163,0.98186016,0.999962927,-0.116409904,,,,,
ENSG00000205362,MT1A,0.539355694,0.10648355,0.999962927,0.973477263,,,,,
ENSG00000109738,GLRB,0.36035929,0.278593773,0.999962927,0.841802298,,,,,
ENSG00000141668,CBLN2,0.040015257,0.904634258,0.999962927,-0.076708912,,,,,
ENSG00000159388,BTG2,0.316296916,0.290737267,0.999962927,0.34835287,,,,,
ENSG00000134313,KIDINS220,0.011914622,0.9637299,0.999962927,0.014228376,,,,,
ENSG00000169891,REPS2,0.100910472,0.720185575,0.999962927,0.125421727,,,,,
ENSG00000167716,WDR81,-0.049236693,0.838013904,0.999962927,-0.044044742,,,,,
ENSG00000133055,MYBPH,0.378572678,0.234042394,0.999962927,1.24232971,,,,,
ENSG00000085433,WDR47,0.206941772,0.489755603,0.999962927,0.289239757,,,,,
ENSG00000133935,ERG28,0.261624599,0.142164938,0.999962927,0.28327362,,,,,
ENSG00000126858,RHOT1,0.128308982,0.557367917,0.999962927,0.147794784,,,,,
ENSG00000174405,LIG4,0.008203046,0.969148451,0.999962927,-0.042428871,,,,,
ENSG00000138162,TACC2,0.136405719,0.588053538,0.999962927,0.155839633,,,,,
ENSG00000167747,C19orf48,0.379609626,0.168104165,0.999962927,0.458568778,,,,,
ENSG00000260328,AC104024.2,0.277810699,0.394292692,0.999962927,0.714266106,,,,,
ENSG00000233705,SLC26A4-AS1,0.219401447,0.506644014,0.999962927,0.327313691,,,,,
ENSG00000129682,FGF13,0.218177702,0.512453971,0.999962927,0.388639357,,,,,
ENSG00000138660,AP1AR,0.146889917,0.521157291,0.999962927,0.106108571,,,,,
ENSG00000139174,PRICKLE1,0.280253793,0.389003076,0.999962927,0.405917817,,,,,
ENSG00000120265,PCMT1,0.353065667,0.205497528,0.999962927,0.456562194,,,,,
ENSG00000124762,CDKN1A,0.341138599,0.306049409,0.999962927,0.528581907,,,,,
ENSG00000126458,RRAS,0.437719241,0.183346374,0.999962927,0.621938858,,,,,
ENSG00000182287,AP1S2,0.048173836,0.851471976,0.999962927,0.054014541,,,,,
ENSG00000197885,NKIRAS1,0.231727953,0.421628665,0.999962927,0.308145696,,,,,
ENSG00000188338,SLC38A3,0.093834101,0.775504111,0.999962927,0.012660837,,,,,
ENSG00000144406,UNC80,0.20418676,0.540346581,0.999962927,0.309698178,,,,,
ENSG00000088179,PTPN4,0.19742826,0.51080502,0.999962927,0.282007652,,,,,
ENSG00000240694,PNMA2,0.247686046,0.453723592,0.999962927,0.403412746,,,,,
ENSG00000163053,SLC16A14,0.470388956,0.09034939,0.999962927,0.587800784,,,,,
ENSG00000162430,SELENON,0.180312416,0.477611514,0.999962927,0.205369717,,,,,
ENSG00000138688,KIAA1109,0.043803784,0.860174257,0.999962927,0.050159148,,,,,
ENSG00000225383,SFTA1P,0.320867212,0.335495998,0.999962927,0.6062783,,,,,
ENSG00000114805,PLCH1,-0.216765866,0.497033383,0.999962927,-0.358093591,,,,,
ENSG00000278989,AP001148.1,0.105902177,0.750963171,0.999962927,0.120213322,,,,,
ENSG00000197747,S100A10,0.68302788,0.029473678,0.999962927,0.980512112,,,,,
ENSG00000164708,PGAM2,-0.109023198,0.729584294,0.999962927,-0.210156701,,,,,
ENSG00000182670,TTC3,-0.023618282,0.886471292,0.999962927,-0.03236828,,,,,
ENSG00000164506,STXBP5,0.191915752,0.551878388,0.999962927,0.27759002,,,,,
ENSG00000050748,MAPK9,0.077234502,0.769168459,0.999962927,0.093133682,,,,,
ENSG00000172209,GPR22,0.27292081,0.413093007,0.999962927,0.561258748,,,,,
ENSG00000169499,PLEKHA2,0.014471882,0.925148386,0.999962927,0.017851567,,,,,
ENSG00000152034,MCHR2,0.418266116,0.190988986,0.999962927,1.235482779,,,,,
ENSG00000159082,SYNJ1,0.287411061,0.382351029,0.999962927,0.521512012,,,,,
ENSG00000172915,NBEA,0.351310725,0.271870148,0.999962927,0.547253319,,,,,
ENSG00000146574,CCZ1B,-0.052808414,0.860286129,0.999962927,-0.042237063,,,,,
ENSG00000153823,PID1,0.133896869,0.514033635,0.999962927,0.124108328,,,,,
ENSG00000261186,LINC01238,-0.176167304,0.560119156,0.999962927,-0.287981727,,,,,
ENSG00000112290,WASF1,0.294663203,0.376332489,0.999962927,0.520376672,,,,,
ENSG00000134852,CLOCK,0.216017142,0.370771957,0.999962927,0.250578033,,,,,
ENSG00000133874,RNF122,-0.272791237,0.402614679,0.999962927,-0.456128571,,,,,
ENSG00000104427,ZC2HC1A,0.190446182,0.5449706,0.999962927,0.257671801,,,,,
ENSG00000145242,EPHA5,0.251901017,0.434597852,0.999962927,0.708146598,,,,,
ENSG00000100319,ZMAT5,0.175319452,0.414117267,0.999962927,0.185920142,,,,,
ENSG00000188674,C2orf80,0.297934221,0.368427162,0.999962927,0.479343211,,,,,
ENSG00000146426,TIAM2,0.347222613,0.298714798,0.999962927,0.696769017,,,,,
ENSG00000167930,FAM234A,-0.3033441,0.272500769,0.999962927,-0.405211019,,,,,
ENSG00000156140,ADAMTS3,-0.167089159,0.613299378,0.999962927,-0.58480099,,,,,
ENSG00000157445,CACNA2D3,0.242962688,0.464929891,0.999962927,0.393117482,,,,,
ENSG00000197136,PCNX3,0.006573008,0.970044382,0.999962927,0.01751333,,,,,
ENSG00000182718,ANXA2,0.758153193,0.017002907,0.999962927,1.098278976,,,,,
ENSG00000184408,KCND2,0.28178683,0.398828152,0.999962927,0.571997085,,,,,
ENSG00000138757,G3BP2,0.259862351,0.341013345,0.999962927,0.337890144,,,,,
ENSG00000127325,BEST3,0.334004221,0.306654858,0.999962927,0.615905445,,,,,
ENSG00000169744,LDB2,0.271003041,0.416786055,0.999962927,0.484722022,,,,,
ENSG00000171243,SOSTDC1,0.155581476,0.574310992,0.999962927,0.698253696,,,,,
ENSG00000060140,STYK1,0.087829873,0.775224887,0.999962927,0.230516488,,,,,
ENSG00000258789,AL162171.2,0.162869249,0.619212415,0.999962927,0.174189103,,,,,
ENSG00000176087,SLC35A4,0.181450261,0.39532614,0.999962927,0.190787755,,,,,
ENSG00000182175,RGMA,0.163193062,0.457705895,0.999962927,0.185532557,,,,,
ENSG00000146151,HMGCLL1,0.173376249,0.586673912,0.999962927,0.251267742,,,,,
ENSG00000142444,TIMM29,0.078202406,0.658506052,0.999962927,0.125088614,,,,,
ENSG00000114573,ATP6V1A,0.389084995,0.230057061,0.999962927,0.639248805,,,,,
ENSG00000125844,RRBP1,-8.77E-04,0.996845703,0.999962927,0.001051939,,,,,
ENSG00000136143,SUCLA2,0.429610899,0.09227862,0.999962927,0.526790019,,,,,
ENSG00000139364,TMEM132B,0.068046196,0.800886782,0.999962927,0.077944581,,,,,
ENSG00000174460,ZCCHC12,0.479576185,0.148579175,0.999962927,0.860623305,,,,,
ENSG00000152214,RIT2,0.175294627,0.599042652,0.999962927,0.355277971,,,,,
ENSG00000197535,MYO5A,0.12776975,0.668289377,0.999962927,0.18903608,,,,,
ENSG00000061273,HDAC7,-0.035917838,0.896327959,0.999962927,-0.045066224,,,,,
ENSG00000167118,URM1,0.193649255,0.301716301,0.999962927,0.20134692,,,,,
ENSG00000165943,MOAP1,0.355972237,0.237575526,0.999962927,0.51316205,,,,,
ENSG00000119698,PPP4R4,0.228051861,0.463093933,0.999962927,0.30838967,,,,,
ENSG00000115290,GRB14,-0.452179819,0.076226865,0.999962927,-0.561354999,,,,,
ENSG00000181773,GPR3,0.601077408,0.071479667,0.999962927,1.246650467,,,,,
ENSG00000169908,TM4SF1,0.621723829,0.055079326,0.999962927,0.875205317,,,,,
ENSG00000118276,B4GALT6,0.285987918,0.39193682,0.999962927,0.569794808,,,,,
ENSG00000226476,LINC01748,0.217623019,0.511570569,0.999962927,0.35089079,,,,,
ENSG00000102996,MMP15,0.126301441,0.546596135,0.999962927,0.169834324,,,,,
ENSG00000106688,SLC1A1,0.524314698,0.07750323,0.999962927,0.717465791,,,,,
ENSG00000172031,EPHX4,0.402597553,0.216729367,0.999962927,0.673566391,,,,,
ENSG00000065320,NTN1,0.379254003,0.146666225,0.999962927,0.500742274,,,,,
ENSG00000198791,CNOT7,0.062653121,0.693116048,0.999962927,0.04627532,,,,,
ENSG00000154975,CA10,0.288001015,0.361677955,0.999962927,0.382375526,,,,,
ENSG00000170027,YWHAG,0.257376139,0.412562733,0.999962927,0.399107454,,,,,
ENSG00000172346,CSDC2,0.130059885,0.68608387,0.999962927,0.139883318,,,,,
ENSG00000155858,LSM11,0.264586982,0.419485345,0.999962927,0.392185245,,,,,
ENSG00000038274,MAT2B,0.295024877,0.242836631,0.999962927,0.351153302,,,,,
ENSG00000103855,CD276,0.206929429,0.267309816,0.999962927,0.263420095,,,,,
ENSG00000169064,ZBBX,-0.378502336,0.257214396,0.999962927,-0.815989932,,,,,
ENSG00000265972,TXNIP,0.232812546,0.453099866,0.999962927,0.201497382,,,,,
ENSG00000152154,TMEM178A,-0.385335021,0.242137044,0.999962927,-0.653313279,,,,,
ENSG00000225828,FAM229A,-0.345401691,0.167684682,0.999962927,-0.294967499,,,,,
ENSG00000136840,ST6GALNAC4,0.289719818,0.279930699,0.999962927,0.308833243,,,,,
ENSG00000125827,TMX4,0.201697887,0.437602607,0.999962927,0.252453415,,,,,
ENSG00000086544,ITPKC,0.449849701,0.067770634,0.999962927,0.558851858,,,,,
ENSG00000109832,DDX25,0.114653083,0.718915311,0.999962927,0.130620419,,,,,
ENSG00000160691,SHC1,0.360515273,0.223709629,0.999962927,0.451595494,,,,,
ENSG00000134982,APC,-0.058924903,0.787728155,0.999962927,-0.076341085,,,,,
ENSG00000096092,TMEM14A,0.212397235,0.493209248,0.999962927,0.316574903,,,,,
ENSG00000186854,TRABD2A,0.291731172,0.261305604,0.999962927,0.339296752,,,,,
ENSG00000134343,ANO3,0.180113398,0.588980073,0.999962927,0.202641115,,,,,
ENSG00000240891,PLCXD2,0.295303544,0.371810287,0.999962927,0.712496558,,,,,
ENSG00000185633,NDUFA4L2,0.497798386,0.132229218,0.999962927,0.855076618,,,,,
ENSG00000175084,DES,0.645794608,,,3.135123126,,,,,
ENSG00000171729,TMEM51,0.199741514,0.497858964,0.999962927,0.216269126,,,,,
ENSG00000004776,HSPB6,0.489697082,0.068630236,0.999962927,0.641465223,,,,,
ENSG00000145526,CDH18,0.389871048,0.23706733,0.999962927,0.961653006,,,,,
ENSG00000186462,NAP1L2,0.447750992,0.179139614,0.999962927,1.012448757,,,,,
ENSG00000114279,FGF12,0.238855486,0.469907163,0.999962927,0.438552115,,,,,
ENSG00000145860,RNF145,0.30400174,0.09197348,0.999962927,0.317641074,,,,,
ENSG00000198934,MAGEE1,0.274333355,0.403059919,0.999962927,0.637279822,,,,,
ENSG00000162512,SDC3,0.446142538,0.050687832,0.999962927,0.516912919,,,,,
ENSG00000272341,AL137003.2,0.031187355,0.923871051,0.999962927,0.045799088,,,,,
ENSG00000109436,TBC1D9,0.446787755,0.161005378,0.999962927,0.718764525,,,,,
ENSG00000158560,DYNC1I1,0.199895514,0.524028256,0.999962927,0.304841632,,,,,
ENSG00000165801,ARHGEF40,0.10163778,0.6936228,0.999962927,0.110874706,,,,,
ENSG00000112309,B3GAT2,-0.337724023,0.180503403,0.999962927,-0.384886973,,,,,
ENSG00000154654,NCAM2,-0.027357097,0.904310826,0.999962927,-0.039898641,,,,,
ENSG00000234690,EPCAM-DT,-0.288286161,0.369745948,0.999962927,-0.416988475,,,,,
ENSG00000171004,HS6ST2,0.490889832,0.141751025,0.999962927,1.093362968,,,,,
ENSG00000174915,PTDSS2,-0.095642285,0.608288507,0.999962927,-0.065873635,,,,,
ENSG00000133027,PEMT,0.396322004,0.097108533,0.999962927,0.454184488,,,,,
ENSG00000137563,GGH,0.231824575,0.471927774,0.999962927,0.375209445,,,,,
ENSG00000066422,ZBTB11,0.282643782,0.283379922,0.999962927,0.363658532,,,,,
ENSG00000060069,CTDP1,0.092706744,0.594235338,0.999962927,0.137805455,,,,,
ENSG00000165985,C1QL3,0.414718284,0.203928096,0.999962927,1.125139061,,,,,
ENSG00000126950,TMEM35A,0.41462641,0.212216417,0.999962927,0.875577507,,,,,
ENSG00000069696,DRD4,0.241834439,0.45670289,0.999962927,0.52524158,,,,,
ENSG00000108946,PRKAR1A,0.1837205,0.256624327,0.999962927,0.163753001,,,,,
ENSG00000172594,SMPDL3A,0.358676524,0.125214401,0.999962927,0.404565769,,,,,
ENSG00000170439,METTL7B,0.494379679,,,1.192444915,,,,,
ENSG00000248285,AC122707.1,0.090112013,0.77911642,0.999962927,0.19817305,,,,,
ENSG00000064886,CHI3L2,0.984744877,0.002981181,0.787940025,2.648681444,,,,,
ENSG00000005020,SKAP2,0.418730122,0.062048552,0.999962927,0.46965803,,,,,
ENSG00000136828,RALGPS1,-0.157236187,0.530706363,0.999962927,-0.190895671,,,,,
ENSG00000266970,AC061992.1,0.351930763,0.27642176,0.999962927,0.981976141,,,,,
ENSG00000139970,RTN1,0.36136181,0.279361305,0.999962927,0.7065735,,,,,
ENSG00000229119,AC026403.1,0.07147696,0.829505511,0.999962927,0.196390895,,,,,
ENSG00000164129,NPY5R,0.165788661,0.595890458,0.999962927,0.415653209,,,,,
ENSG00000152578,GRIA4,-0.118422052,0.703473713,0.999962927,-0.180697225,,,,,
ENSG00000142686,C1orf216,-0.21410275,0.366211616,0.999962927,-0.254645823,,,,,
ENSG00000280255,AC004947.2,0.255651936,0.443664247,0.999962927,0.4511814,,,,,
ENSG00000165194,PCDH19,0.346933124,0.254565744,0.999962927,0.464504242,,,,,
ENSG00000215105,TTC3P1,0.123379046,0.707764618,0.999962927,0.185104003,,,,,
ENSG00000109756,RAPGEF2,-0.067422,0.740563925,0.999962927,-0.084669621,,,,,
ENSG00000136732,GYPC,0.206342091,0.461094929,0.999962927,0.269710553,,,,,
ENSG00000056586,RC3H2,-0.033573475,0.826309797,0.999962927,-0.053689195,,,,,
ENSG00000134265,NAPG,0.206790822,0.407977194,0.999962927,0.236633161,,,,,
ENSG00000173805,HAP1,0.600151543,0.046481194,0.999962927,0.851553242,,,,,
ENSG00000157064,NMNAT2,0.320030875,0.338126532,0.999962927,0.628095377,,,,,
ENSG00000074603,DPP8,0.334417256,0.225910808,0.999962927,0.420670856,,,,,
ENSG00000152495,CAMK4,0.222203673,0.480815767,0.999962927,0.319335101,,,,,
ENSG00000169035,KLK7,0.207627221,0.527976398,0.999962927,0.465050894,,,,,
ENSG00000107242,PIP5K1B,0.48127843,0.110173201,0.999962927,0.694524832,,,,,
ENSG00000163630,SYNPR,0.206579471,0.535810434,0.999962927,0.289009429,,,,,
ENSG00000070087,PFN2,0.346213578,0.254533969,0.999962927,0.507076497,,,,,
ENSG00000185187,SIGIRR,0.091378071,0.760812315,0.999962927,0.069379359,,,,,
ENSG00000108924,HLF,0.177871755,0.554144908,0.999962927,0.211968416,,,,,
ENSG00000177706,FAM20C,0.504385041,0.01383616,0.999962927,0.631606089,,,,,
ENSG00000110492,MDK,0.917266161,0.001730106,0.677095377,1.228442517,,,,,
ENSG00000132481,AC087289.1,0.049942866,0.861042292,0.999962927,0.105841981,,,,,
ENSG00000175213,ZNF408,-0.102769196,0.634216891,0.999962927,-0.168405067,,,,,
ENSG00000164128,NPY1R,0.084129776,0.800707567,0.999962927,0.062086158,,,,,
ENSG00000167395,ZNF646,-0.15104986,0.385376031,0.999962927,-0.16368393,,,,,
ENSG00000187024,PTRH1,0.484023367,0.042959353,0.999962927,0.610168498,,,,,
ENSG00000173641,HSPB7,0.239752914,0.415812938,0.999962927,0.346402684,,,,,
ENSG00000114779,ABHD14B,0.106050626,0.656951506,0.999962927,0.117007852,,,,,
ENSG00000171161,ZNF672,0.018759098,0.932403707,0.999962927,0.031612948,,,,,
ENSG00000182704,TSKU,0.322475892,0.302785254,0.999962927,0.388815748,,,,,
ENSG00000198739,LRRTM3,0.141095447,0.666457073,0.999962927,0.200009196,,,,,
ENSG00000122550,KLHL7,0.241180812,0.360833758,0.999962927,0.291014506,,,,,
ENSG00000141404,GNAL,0.31692254,0.163662568,0.999962927,0.356145959,,,,,
ENSG00000109452,INPP4B,0.065390759,0.82882684,0.999962927,0.096758969,,,,,
ENSG00000091972,CD200,0.356013281,0.267126264,0.999962927,0.525652672,,,,,
ENSG00000130313,AC010618.1,0.076366899,0.738488651,0.999962927,0.0691801,,,,,
ENSG00000196924,FLNA,0.448222953,0.1007067,0.999962927,0.521048106,,,,,
ENSG00000159110,IFNAR2,0.080770019,0.780614587,0.999962927,0.0708941,,,,,
ENSG00000114735,HEMK1,-0.15067404,0.451254798,0.999962927,-0.166683312,,,,,
ENSG00000104368,PLAT,0.480130891,0.106200687,0.999962927,0.575171409,,,,,
ENSG00000115252,PDE1A,0.021332382,0.94875816,0.999962927,-0.044132113,,,,,
