ensembl_id,symbol,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000116525.13,TRIM62,0.653579774,0.29703371,1.010125838,-0.311494562,3.689720724,0.000592063,0.116458077,-0.325795712
ENSG00000105519.15,CAPS,1.331056207,0.604556817,2.057555597,-0.23746484,3.687836675,0.000595449,0.116458077,-0.330644229
ENSG00000107833.10,NPM3,-0.914390516,-1.414217259,-0.414563773,0.001203093,-3.682330472,0.000605453,0.116458077,-0.344807226
ENSG00000241837.6,ATP5PO,-0.65688335,-1.016030942,-0.297735757,-0.008385307,-3.681508711,0.00060696,0.116458077,-0.346920057
ENSG00000158106.13,RHPN1,0.489913984,0.222027958,0.75780001,0.137252929,3.681122874,0.000607669,0.116458077,-0.347912001
ENSG00000177732.8,SOX12,0.558609416,0.252389055,0.864829777,-0.042386533,3.671848259,0.000624946,0.116458077,-0.371740608
ENSG00000159788.19,RGS12,0.533953987,0.240953477,0.826954497,0.099017395,3.668140782,0.000631984,0.116458077,-0.381257648
ENSG00000168487.18,BMP1,0.807930547,0.364275908,1.251585186,-0.145121105,3.66555331,0.000636941,0.116458077,-0.387896828
ENSG00000108786.10,HSD17B1,0.584084319,0.262997057,0.90517158,-0.109970052,3.661533466,0.000644716,0.116458077,-0.398206707
ENSG00000131097.6,HIGD1B,1.311509794,0.590411071,2.032608517,0.197026581,3.660895647,0.000645958,0.116458077,-0.399842034
ENSG00000162526.6,TSSK3,0.928038328,0.417737596,1.43833906,-0.024913085,3.660583012,0.000646567,0.116458077,-0.400643559
ENSG00000075415.12,SLC25A3,-0.601559724,-0.932518719,-0.270600729,0.131906339,-3.658601432,0.000650444,0.116458077,-0.405723085
ENSG00000050820.16,BCAR1,0.520358946,0.233926805,0.806791088,-0.148057054,3.656720898,0.000654144,0.116458077,-0.410542324
ENSG00000198467.14,TPM2,1.027062416,0.461676958,1.592447873,0.086918767,3.65647612,0.000654627,0.116458077,-0.411169526
ENSG00000167081.16,PBX3,0.576512741,0.258519966,0.894505516,-0.198982201,3.649238058,0.000669066,0.117056599,-0.429706341
ENSG00000125386.15,FAM193A,0.423056263,0.189084152,0.657028374,-0.026876848,3.639523878,0.000688926,0.117056599,-0.454555666
ENSG00000280789.1,PAGR1,0.617924588,0.276021699,0.959827478,-0.0480347,3.637837065,0.000692432,0.117056599,-0.458867227
ENSG00000143248.12,RGS5,0.677146704,0.302472487,1.051820922,0.159651284,3.63780569,0.000692497,0.117056599,-0.458947413
ENSG00000089041.16,P2RX7,0.912401178,0.406977014,1.417825342,-0.408999938,3.63362725,0.000701256,0.117056599,-0.469623301
ENSG00000177731.15,FLII,0.439670481,0.196096147,0.683244815,-0.10054603,3.633342361,0.000701857,0.117056599,-0.470350968
ENSG00000135205.14,CCDC146,0.534024089,0.23768543,0.830362749,-0.079419808,3.627296646,0.000714729,0.117380707,-0.485786184
ENSG00000104218.14,CSPP1,0.388360741,0.172450063,0.604271419,-0.045498179,3.620526555,0.000729412,0.117380707,-0.503055395
ENSG00000251417.2,AC145285.2,1.476687308,0.654638354,2.298736262,0.138276336,3.615775012,0.000739889,0.117380707,-0.515165922
ENSG00000063244.12,U2AF2,0.355698759,0.157656766,0.553740751,-0.031819797,3.615227244,0.000741107,0.117380707,-0.516561531
ENSG00000168743.12,NPNT,1.090790651,0.483403672,1.69817763,0.007002189,3.614818263,0.000742016,0.117380707,-0.517603469
ENSG00000116809.11,ZBTB17,0.412685844,0.182724915,0.642646774,-0.125359681,3.61223549,0.000747788,0.117380707,-0.524182062
ENSG00000154370.15,TRIM11,0.6367079,0.281367386,0.992048414,0.174347064,3.606667037,0.000760378,0.117683601,-0.538357368
ENSG00000143303.11,RRNAD1,0.523261799,0.230355927,0.816167671,-0.110691026,3.595849365,0.000785419,0.117683601,-0.56586346
ENSG00000152234.15,ATP5F1A,-0.814755629,-1.271996208,-0.35751505,0.112722141,-3.586684216,0.000807252,0.117683601,-0.589134601
ENSG00000179094.15,PER1,0.636990756,0.278403178,0.995578335,-0.028177186,3.575595865,0.000834443,0.117683601,-0.61724813
ENSG00000167522.15,ANKRD11,0.42826437,0.187129292,0.669399447,0.029436066,3.574885126,0.000836216,0.117683601,-0.619048616
ENSG00000161999.11,JMJD8,0.55367724,0.241836871,0.865517609,0.026159634,3.573838096,0.000838834,0.117683601,-0.621700678
ENSG00000205250.8,E2F4,0.396422744,0.172647,0.620198488,0.015357606,3.565792703,0.000859212,0.117683601,-0.642065763
ENSG00000149451.17,ADAM33,1.308073523,0.569382732,2.046764314,0.240533254,3.564347253,0.000862923,0.117683601,-0.645722073
ENSG00000112511.17,PHF1,0.399804721,0.173909313,0.62570013,0.009490237,3.562468667,0.000867769,0.117683601,-0.650472868
ENSG00000105289.14,TJP3,1.342985556,0.582384197,2.103586915,0.009321848,3.554060225,0.000889781,0.117683601,-0.671721203
ENSG00000167244.19,IGF2,1.894095954,0.821268322,2.966923587,-0.019113952,3.55371474,0.000890696,0.117683601,-0.672593694
ENSG00000177234.7,LINC01561,1.065712574,0.462035585,1.669389563,-0.317333645,3.553415614,0.00089149,0.117683601,-0.673349073
ENSG00000185000.11,DGAT1,0.52827524,0.228762738,0.827787741,0.051867089,3.550224687,0.000899998,0.117683601,-0.681405023
ENSG00000147799.11,ARHGAP39,0.454145478,0.196638161,0.711652794,0.215337622,3.549898691,0.000900872,0.117683601,-0.682227834
ENSG00000099381.17,SETD1A,0.470818504,0.203759357,0.737877651,0.021448063,3.548596372,0.000904369,0.117683601,-0.685514483
ENSG00000112972.14,HMGCS1,-1.123899354,-1.762345718,-0.485452991,-0.023308113,-3.543345836,0.000918604,0.117683601,-0.698758818
ENSG00000251432.6,AC108062.1,0.754966065,0.325935203,1.183996928,-0.241346533,3.542007159,0.000922267,0.117683601,-0.702133955
ENSG00000196517.11,SLC6A9,0.900806953,0.388688877,1.41292503,-0.441026757,3.540561658,0.000926239,0.117683601,-0.705777673
ENSG00000163885.11,CFAP100,1.239548769,0.534018931,1.945078607,0.049057502,3.536378741,0.000937824,0.117683601,-0.716317289
ENSG00000140854.12,KATNB1,-0.534942771,-0.839641151,-0.230244391,0.251197399,-3.533846786,0.000944903,0.117683601,-0.722693833
ENSG00000251562.8,MALAT1,0.477944794,0.205610618,0.750278969,-0.014139941,3.532532193,0.000948599,0.117683601,-0.726003594
ENSG00000118495.19,PLAGL1,-0.76000441,-1.193871926,-0.326136893,0.183998279,-3.525896132,0.000967467,0.117683601,-0.742701379
ENSG00000196689.12,TRPV1,0.7316442,0.313537955,1.149750445,-0.235113271,3.52227952,0.000977901,0.117683601,-0.751794606
ENSG00000197355.10,UAP1L1,0.711401188,0.304837874,1.117964502,-0.276030668,3.522061513,0.000978534,0.117683601,-0.752342584
ENSG00000101782.14,RIOK3,-0.361802131,-0.568742735,-0.154861528,-0.088423691,-3.519135172,0.00098706,0.117683601,-0.759696425
ENSG00000272455.1,AL391244.3,1.19096876,0.509130988,1.872806531,-0.122324559,3.515846061,0.000996728,0.117683601,-0.767958047
ENSG00000146828.17,SLC12A9,0.679276508,0.290341561,1.068211455,-0.226929327,3.515443851,0.000997916,0.117683601,-0.76896804
ENSG00000163607.15,GTPBP8,-0.589197064,-0.926645393,-0.251748735,-0.060882096,-3.514502288,0.001000704,0.117683601,-0.771332173
ENSG00000181610.12,MRPS23,-0.499753615,-0.786129109,-0.213378122,-0.008158739,-3.512615649,0.001006311,0.117683601,-0.77606825
ENSG00000169683.7,LRRC45,0.735086475,0.313799814,1.156373136,0.050985245,3.512135487,0.001007743,0.117683601,-0.777273397
ENSG00000113916.17,BCL6,0.8060876,0.344049993,1.268125207,-0.109236621,3.511684193,0.001009091,0.117683601,-0.778406011
ENSG00000067225.17,PKM,-0.582656732,-0.916718878,-0.248594586,0.136692217,-3.510718763,0.00101198,0.117683601,-0.780828693
ENSG00000001630.16,CYP51A1,-0.734141995,-1.155456862,-0.312827127,-0.164541615,-3.507388068,0.001022007,0.117683601,-0.789184137
ENSG00000232611.1,AL683813.1,0.64397869,0.273823605,1.014133774,-0.071856594,3.501856254,0.00103887,0.117683601,-0.803052047
ENSG00000180376.16,CCDC66,0.411381253,0.174918827,0.647843678,-0.059893274,3.501812551,0.001039004,0.117683601,-0.803161563
ENSG00000004838.13,ZMYND10,1.288832644,0.547828779,2.029836509,-0.249250512,3.500955513,0.001041641,0.117683601,-0.805309048
ENSG00000197114.11,ZGPAT,0.53493084,0.22729378,0.842567899,-0.081337023,3.500011919,0.001044551,0.117683601,-0.807673094
ENSG00000066405.12,CLDN18,0.929045006,0.394191168,1.463898844,0.182427017,3.496328051,0.001055988,0.117683601,-0.81689927
ENSG00000115233.11,PSMD14,-0.64426121,-1.015452026,-0.273070393,-0.026729995,-3.493617055,0.00106448,0.117683601,-0.823685603
ENSG00000148834.12,GSTO1,-0.603300395,-0.951206231,-0.255394559,-0.05204321,-3.490458134,0.001074458,0.117683601,-0.831589662
ENSG00000260604.2,AL590004.3,1.264409081,0.534846772,1.99397139,-0.151230484,3.488476127,0.001080764,0.117683601,-0.836546971
ENSG00000122483.17,CCDC18,0.632583641,0.267304152,0.99786313,-0.074639523,3.485805957,0.001089316,0.117683601,-0.843223099
ENSG00000163605.14,PPP4R2,0.418963326,0.176660111,0.661266541,-0.092941405,3.480385651,0.001106874,0.117683601,-0.856766874
ENSG00000057663.15,ATG5,-0.483960323,-0.763993458,-0.203927189,0.057207837,-3.478651116,0.001112549,0.117683601,-0.861098586
ENSG00000078687.17,TNRC6C,0.324801084,0.136852479,0.512749688,-0.13623009,3.478475127,0.001113127,0.117683601,-0.861538025
ENSG00000102786.14,INTS6,0.380032087,0.160008554,0.60005562,-0.117756505,3.476655595,0.001119113,0.117683601,-0.866080633
ENSG00000167986.13,DDB1,-0.40459885,-0.639269124,-0.169928577,0.015519581,-3.470380568,0.001139995,0.117683601,-0.881736944
ENSG00000138193.15,PLCE1,0.95178318,0.399328824,1.504237537,-0.009029448,3.467784981,0.001148741,0.117683601,-0.888208532
ENSG00000143106.12,PSMA5,-0.904237646,-1.429655647,-0.378819645,-0.037543385,-3.464082085,0.001161329,0.117683601,-0.897436455
ENSG00000134815.18,DHX34,0.663701872,0.278026168,1.049377575,-0.016599416,3.463867732,0.001162062,0.117683601,-0.897970477
ENSG00000091640.7,SPAG7,-0.431229363,-0.6818428,-0.180615927,0.005453301,-3.463494575,0.001163339,0.117683601,-0.898900087
ENSG00000164949.7,GEM,1.379824123,0.57757768,2.182070567,-0.120760899,3.461995278,0.001168481,0.117683601,-0.902634605
ENSG00000126804.13,ZBTB1,0.451172128,0.188665428,0.713678829,-0.092148631,3.459492618,0.001177114,0.117683601,-0.908866395
ENSG00000106624.10,AEBP1,1.537071094,0.642046263,2.432095924,0.091031634,3.456761442,0.001186604,0.117683601,-0.915664423
ENSG00000129055.12,ANAPC13,-0.540297563,-0.855802575,-0.22479255,0.017227936,-3.446968247,0.001221237,0.117683601,-0.940016219
ENSG00000242372.7,EIF6,-0.520915109,-0.825108162,-0.216722056,0.028971344,-3.446896167,0.001221496,0.117683601,-0.940195313
ENSG00000129347.19,KRI1,0.487925941,0.202961818,0.772890064,-0.18916309,3.446468082,0.001223032,0.117683601,-0.941258923
ENSG00000177191.2,B3GNT8,1.187155082,0.493580999,1.880729166,-0.028235913,3.445284874,0.001227286,0.117683601,-0.944198321
ENSG00000126247.10,CAPNS1,-0.51894355,-0.822366551,-0.215520549,0.015525762,-3.442565061,0.001237121,0.117683601,-0.950952962
ENSG00000177943.13,MAMDC4,1.288953321,0.534517988,2.043388655,-0.059113616,3.438948784,0.001250313,0.117683601,-0.959929466
ENSG00000158023.9,WDR66,0.796852857,0.330447524,1.263258189,0.074024389,3.438944484,0.001250329,0.117683601,-0.959940136
ENSG00000162391.11,FAM151A,1.611990463,0.665771214,2.558209712,0.156082422,3.429108505,0.001286893,0.117683601,-0.984329415
ENSG00000183963.18,SMTN,1.377216059,0.568729977,2.185702142,0.032612103,3.428783533,0.001288118,0.117683601,-0.985134564
ENSG00000108823.15,SGCA,1.197599039,0.494452603,1.900745474,-0.337806411,3.428279307,0.001290022,0.117683601,-0.986383748
ENSG00000163541.11,SUCLG1,-0.520167729,-0.825682063,-0.214653395,-0.088585292,-3.42706508,0.001294616,0.117683601,-0.989391497
ENSG00000125089.16,SH3TC1,0.893572973,0.368592596,1.418553349,-0.046350086,3.426079942,0.001298355,0.117683601,-0.991831339
ENSG00000125633.10,CCDC93,0.300564387,0.123975838,0.477152937,-0.012377701,3.425985499,0.001298714,0.117683601,-0.992065222
ENSG00000177051.5,FBXO46,0.544643998,0.224599684,0.864688311,0.053939028,3.425414599,0.001300886,0.117683601,-0.993478947
ENSG00000258811.1,AL583810.2,1.203732055,0.496185679,1.911278432,-0.095984734,3.424407604,0.001304726,0.117683601,-0.995972261
ENSG00000196961.12,AP2A1,-0.464810005,-0.738252492,-0.191367519,0.146191852,-3.421527314,0.001315768,0.117683601,-1.003101623
ENSG00000115415.18,STAT1,-0.554048776,-0.880569513,-0.22752804,-0.051126815,-3.415448731,0.001339365,0.117683601,-1.018136652
ENSG00000127483.17,HP1BP3,0.415234512,0.170472256,0.659996768,-0.112883495,3.414754868,0.001342084,0.117683601,-1.019851948
ENSG00000134056.11,MRPS36,-0.662205815,-1.052855365,-0.271556265,0.008211528,-3.412056387,0.001352709,0.117683601,-1.026521026
ENSG00000169288.17,MRPL1,-0.558814083,-0.888689365,-0.228938801,0.051166515,-3.409793712,0.001361679,0.117683601,-1.032110805
ENSG00000198887.8,SMC5,0.424174144,0.173750857,0.674597432,-0.13587403,3.409416177,0.001363182,0.117683601,-1.033043281
ENSG00000134986.13,NREP,-0.866701251,-1.378477767,-0.354924736,0.235771468,-3.408784988,0.001365697,0.117683601,-1.034602127
ENSG00000124181.14,PLCG1,0.495819499,0.202684632,0.788954366,-0.003152409,3.404604446,0.001382467,0.117683601,-1.044922792
ENSG00000087191.12,PSMC5,-0.376429175,-0.599057961,-0.153800389,-0.037337745,-3.403396087,0.001387351,0.117683601,-1.04790461
ENSG00000189043.9,NDUFA4,-0.789721664,-1.256921887,-0.322521441,0.077032938,-3.402370067,0.00139151,0.117683601,-1.050436018
ENSG00000075975.15,MKRN2,-0.454702805,-0.723845832,-0.185559778,0.018726616,-3.400595995,0.001398731,0.117683601,-1.054812032
ENSG00000102057.9,KCND1,0.557640506,0.227152015,0.888128998,-0.058075576,3.396319275,0.001416284,0.117683601,-1.065356004
ENSG00000178947.8,SMIM10L2A,-0.570411801,-0.908616334,-0.232207267,0.250250901,-3.394842376,0.001422394,0.117683601,-1.068995492
ENSG00000115282.19,TTC31,0.636609123,0.258976887,1.014241359,-0.177300713,3.393238107,0.001429059,0.117683601,-1.072947859
ENSG00000119509.12,INVS,0.383634648,0.155933461,0.611335835,-0.194582953,3.391275464,0.001437255,0.117683601,-1.077781729
ENSG00000179115.10,FARSA,-0.487021964,-0.776225331,-0.197818598,0.049101684,-3.389656908,0.001444046,0.117683601,-1.081766963
ENSG00000161860.7,SYCE2,1.251661576,0.507789058,1.995534095,-0.175922127,3.386873251,0.001455799,0.117683601,-1.088618453
ENSG00000172578.11,KLHL6,1.467396038,0.59519734,2.339594735,-0.099879311,3.386432678,0.001457667,0.117683601,-1.089702558
ENSG00000188488.13,SERPINA5,1.909769783,0.773201941,3.046337625,-0.308969111,3.382175907,0.001475838,0.117683601,-1.100173044
ENSG00000183379.8,SYNDIG1L,1.16666755,0.471890482,1.861444618,0.150043512,3.379964827,0.001485361,0.117683601,-1.105608794
ENSG00000134996.11,OSTF1,-0.753633239,-1.202637314,-0.304629165,-0.029054881,-3.378471821,0.001491824,0.117683601,-1.109278098
ENSG00000118007.12,STAG1,0.329573699,0.13288128,0.526266119,-0.100571431,3.372682519,0.00151714,0.117683601,-1.123497683
ENSG00000157657.14,ZNF618,0.707766596,0.2851791,1.130354091,0.056502585,3.371195648,0.001523708,0.117683601,-1.127147509
ENSG00000120697.8,ALG5,-0.547290127,-0.874292837,-0.220287417,-0.218618445,-3.368812191,0.001534292,0.117683601,-1.132996307
ENSG00000103091.14,WDR59,0.390813973,0.157156949,0.624470997,-0.1923743,3.366679545,0.001543822,0.117683601,-1.13822767
ENSG00000178234.12,GALNT11,-0.463902264,-0.741288851,-0.186515676,0.199893683,-3.366290347,0.001545567,0.117683601,-1.139182167
ENSG00000188603.19,CLN3,0.786481398,0.315785081,1.257177715,-0.018539178,3.363242584,0.001559299,0.117683601,-1.146654595
ENSG00000186174.12,BCL9L,0.623399952,0.250203316,0.996596587,0.067930727,3.362324169,0.001563459,0.117683601,-1.148905595
ENSG00000183401.11,CCDC159,0.665753827,0.267061826,1.064445828,-0.241596896,3.361140656,0.001568836,0.117683601,-1.151805832
ENSG00000100014.19,SPECC1L,0.400926882,0.160807914,0.641045849,0.048001185,3.36085091,0.001570155,0.117683601,-1.152515777
ENSG00000033050.8,ABCF2,-0.373035292,-0.596596754,-0.14947383,0.042199431,-3.358640475,0.001580253,0.117683601,-1.157930719
ENSG00000267855.5,NDUFA7,-0.706292479,-1.12961716,-0.282967797,-0.00621978,-3.35831577,0.001581742,0.117683601,-1.158725987
ENSG00000105655.18,ISYNA1,1.202135697,0.481532139,1.922739254,0.109377196,3.357899003,0.001583654,0.117683601,-1.159746669
ENSG00000187098.15,MITF,0.51418459,0.205958472,0.822410709,-0.290852315,3.357841231,0.001583919,0.117683601,-1.159888148
