ensembl_id,symbol,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000067064.11,IDI1,-0.693956812,-1.035751143,-0.352162481,-0.101234486,-4.086750517,0.00017333,0.152979369,0.675902748
ENSG00000164808.16,SPIDR,0.381912752,0.193415417,0.570410087,0.075731845,4.078209048,0.000178064,0.152979369,0.653373076
ENSG00000184497.12,TMEM255B,0.953696541,0.479914343,1.427478739,0.104550359,4.051744086,0.000193542,0.152979369,0.583685954
ENSG00000106868.16,SUSD1,-0.897917518,-1.34675308,-0.449081957,0.21492774,-4.026796881,0.000209324,0.152979369,0.51816248
ENSG00000181090.20,EHMT1,0.543169901,0.271538543,0.81480126,-0.12752303,4.02500412,0.000210505,0.152979369,0.513460145
ENSG00000154370.15,TRIM11,0.708954112,0.353613598,1.064294626,0.174347064,4.015909689,0.000216596,0.152979369,0.489619013
ENSG00000004777.18,ARHGAP33,0.573520638,0.284981135,0.862060142,0.024118914,4.000868788,0.000227046,0.152979369,0.450237747
ENSG00000143891.16,GALM,0.810460193,0.402003757,1.218916628,0.064951739,3.993893531,0.000232056,0.152979369,0.431995289
ENSG00000141579.6,ZNF750,0.816053599,0.403344397,1.228762801,-0.089580986,3.980018313,0.000242344,0.152979369,0.395746624
ENSG00000143552.9,NUP210L,1.432633727,0.707672057,2.157595397,-0.159903625,3.977687528,0.000244115,0.152979369,0.389662668
ENSG00000120071.14,KANSL1,0.414098747,0.20367229,0.624525203,-0.0349552,3.96108454,0.000257097,0.152979369,0.346367832
ENSG00000165185.14,KIAA1958,0.537386978,0.262412331,0.812361624,-0.230900575,3.933734314,0.000279953,0.152979369,0.275215203
ENSG00000169249.12,ZRSR2,0.659357424,0.320535876,0.998178971,-0.058798268,3.917061739,0.000294837,0.152979369,0.231944419
ENSG00000119509.12,INVS,0.442804378,0.215103191,0.670505565,-0.194582953,3.914327419,0.00029735,0.152979369,0.224855528
ENSG00000136866.13,ZFP37,-0.682222723,-1.033063062,-0.331382384,-0.146609881,-3.914057452,0.000297599,0.152979369,0.22415574
ENSG00000182093.15,WRB,-0.483056321,-0.731895417,-0.234217224,-0.125905759,-3.907416367,0.000303794,0.152979369,0.206947766
ENSG00000149922.10,TBX6,1.29577611,0.625795474,1.965756745,-0.22449201,3.892944892,0.000317728,0.152979369,0.169494208
ENSG00000116668.12,SWT1,0.44943198,0.216713422,0.682150537,-0.193437269,3.88725914,0.00032337,0.152979369,0.15479556
ENSG00000180376.16,CCDC66,0.456618182,0.220155757,0.693080607,-0.059893274,3.886884176,0.000323746,0.152979369,0.153826544
ENSG00000151849.14,CENPJ,0.598270658,0.288280649,0.908260666,0.066800841,3.884727371,0.000325914,0.152979369,0.148253532
ENSG00000077454.15,LRCH4,0.624648132,0.300295827,0.949000437,-0.119550995,3.876403657,0.000334412,0.152979369,0.12675848
ENSG00000132155.11,RAF1,0.40000335,0.190580883,0.609425816,-0.022002783,3.844597649,0.000368902,0.15629601,0.04481148
ENSG00000131097.6,HIGD1B,1.376819353,0.65572063,2.097918077,0.197026581,3.843198123,0.000370496,0.15629601,0.041212576
ENSG00000117724.12,CENPF,-0.903694165,-1.377045895,-0.430342435,0.169968787,-3.842802348,0.000370948,0.15629601,0.040194941
ENSG00000176783.14,RUFY1,0.459260005,0.217595244,0.700924767,-0.040841121,3.825214877,0.000391578,0.160757811,-0.004979144
ENSG00000157985.18,AGAP1,0.445989686,0.209601655,0.682377717,-0.121065187,3.797605692,0.000426213,0.167026939,-0.075704536
ENSG00000177943.13,MAMDC4,1.422487088,0.668051754,2.176922421,-0.059113616,3.795219082,0.000429342,0.167026939,-0.081807221
ENSG00000116350.16,SRSF4,0.443566558,0.207856264,0.679276853,-0.07107734,3.787832649,0.000439166,0.167026939,-0.100683532
ENSG00000151006.7,PRSS53,0.879474459,0.41126743,1.347681487,0.050191508,3.780905657,0.000448577,0.167026939,-0.118370315
ENSG00000183379.8,SYNDIG1L,1.301743044,0.606965976,1.996520112,0.150043512,3.77129346,0.000461957,0.167747928,-0.142888432
ENSG00000120437.8,ACAT2,-1.093954147,-1.679316478,-0.508591815,-0.146112723,-3.761706304,0.000475685,0.167747928,-0.167313767
ENSG00000104218.14,CSPP1,0.403045155,0.187134476,0.618955833,-0.045498179,3.757423269,0.000481944,0.167747928,-0.178216339
ENSG00000186625.13,KATNA1,0.492167555,0.227379486,0.756955625,-0.184733807,3.741322152,0.000506191,0.170104876,-0.219150014
ENSG00000165113.12,GKAP1,0.49246471,0.226686063,0.758243356,-0.147818185,3.729628432,0.000524532,0.170104876,-0.248826857
ENSG00000226174.6,TEX22,1.19138092,0.547434904,1.835326936,-0.007071925,3.724017542,0.000533558,0.170104876,-0.263050795
ENSG00000117533.14,VAMP4,-0.538841684,-0.830298825,-0.247384543,0.020948739,-3.721320044,0.00053795,0.170104876,-0.26988549
ENSG00000136888.6,ATP6V1G1,-0.49635281,-0.764998949,-0.227706671,0.050576788,-3.718950687,0.000541837,0.170104876,-0.275886824
ENSG00000184009.11,ACTG1,-0.503959015,-0.777458283,-0.230459747,-0.030958833,-3.708938128,0.000558562,0.171983248,-0.30122745
ENSG00000174332.5,GLIS1,0.75222964,0.342989336,1.161469945,0.42712024,3.699836915,0.000574194,0.173460701,-0.324233177
ENSG00000167986.13,DDB1,-0.429277622,-0.663947895,-0.194607349,0.015519581,-3.682058703,0.000605951,0.174115333,-0.369093762
ENSG00000161551.14,ZNF577,0.614182244,0.277547158,0.95081733,-0.319137146,3.672386789,0.00062393,0.174115333,-0.393455384
ENSG00000171365.16,CLCN5,-0.536962324,-0.831728193,-0.242196455,0.081008593,-3.666715018,0.000634711,0.174115333,-0.407726936
ENSG00000165280.15,VCP,-0.343676537,-0.532817029,-0.154536045,-0.035193459,-3.657429031,0.000652748,0.174115333,-0.431069464
ENSG00000116455.13,WDR77,-0.571684142,-0.887270675,-0.256097608,0.03819162,-3.646264927,0.000675085,0.174115333,-0.459094639
ENSG00000125386.15,FAM193A,0.423538772,0.189566661,0.657510884,-0.026876848,3.643674871,0.000680371,0.174115333,-0.465590414
ENSG00000269439.5,AC010618.3,1.109795836,0.496654761,1.722936911,-0.163404376,3.643285605,0.000681169,0.174115333,-0.466566484
ENSG00000213221.4,DNLZ,1.010703244,0.451854589,1.5695519,-0.043145669,3.640323568,0.00068727,0.174115333,-0.473991992
ENSG00000269959.1,SPACA6P-AS,0.99574127,0.444436711,1.547045828,-0.043557071,3.635510989,0.000697294,0.174115333,-0.486050243
ENSG00000116809.11,ZBTB17,0.415181534,0.185220605,0.645142463,-0.125359681,3.634080239,0.000700301,0.174115333,-0.489633565
ENSG00000128487.16,SPECC1,0.33173859,0.147961126,0.515516054,-0.143033213,3.63340892,0.000701717,0.174115333,-0.491314646
ENSG00000068024.16,HDAC4,0.48162694,0.2141962,0.74905768,0.067636785,3.625016466,0.000719642,0.174115333,-0.51231758
ENSG00000125633.10,CCDC93,0.317917962,0.141329412,0.494506511,-0.012377701,3.623790351,0.000722298,0.174115333,-0.515384031
ENSG00000104859.14,CLASRP,0.637596441,0.283158198,0.992034684,-0.170275614,3.620894299,0.000728607,0.174115333,-0.522624862
ENSG00000115282.19,TTC31,0.674811395,0.297179159,1.052443631,-0.177300713,3.596862908,0.00078304,0.180302225,-0.582597389
ENSG00000158023.9,WDR66,0.831454013,0.365048681,1.297859345,0.074024389,3.588271244,0.00080343,0.180302225,-0.603989933
ENSG00000173267.13,SNCG,-0.884015895,-1.380042536,-0.387989254,0.430937912,-3.587282751,0.000805808,0.180302225,-0.606449544
ENSG00000177084.16,POLE,0.602779159,0.264115772,0.941442546,0.08612241,3.582618124,0.000817123,0.180302225,-0.618051637
ENSG00000198814.12,GK,-0.836934635,-1.307680169,-0.3661891,0.056123604,-3.578622348,0.000826936,0.180302225,-0.627984045
ENSG00000135205.14,CCDC146,0.526269655,0.229930996,0.822608315,-0.079419808,3.574625553,0.000836864,0.180302225,-0.637913357
ENSG00000050820.16,BCAR1,0.507948477,0.221516335,0.794380618,-0.148057054,3.569508744,0.000849741,0.180302225,-0.650616901
ENSG00000151465.13,CDC123,-0.481307004,-0.753029947,-0.209584062,-0.001889966,-3.565384822,0.000860257,0.180302225,-0.660848646
ENSG00000177200.17,CHD9,0.209612006,0.091138451,0.32808556,-0.058178218,3.561273048,0.000870867,0.180302225,-0.671044237
ENSG00000100038.19,TOP3B,0.515924301,0.224301854,0.807546749,-0.070930147,3.561029504,0.000871499,0.180302225,-0.671647942
ENSG00000078687.17,TNRC6C,0.331794404,0.1438458,0.519743009,-0.13623009,3.55337048,0.00089161,0.180302225,-0.690622603
ENSG00000171634.17,BPTF,0.43942212,0.190340159,0.688504081,-0.173487457,3.550995952,0.000897935,0.180302225,-0.696501064
ENSG00000100280.16,AP1B1,-0.371074745,-0.581480152,-0.160669337,0.097046903,-3.549891166,0.000900892,0.180302225,-0.69923542
ENSG00000112855.15,HARS2,-0.467757809,-0.734257629,-0.201257988,-0.080906677,-3.532926998,0.000947488,0.184610874,-0.74116683
ENSG00000127483.17,HP1BP3,0.429457194,0.184694938,0.67421945,-0.112883495,3.531717626,0.000950896,0.184610874,-0.74415215
ENSG00000167578.17,RAB4B,-0.440825951,-0.692221359,-0.189430543,-0.116774198,-3.529558227,0.000957011,0.184610874,-0.749481278
ENSG00000261423.1,TMEM202-AS1,0.853879365,0.365306267,1.342452464,-0.141939385,3.517851528,0.000990822,0.186011663,-0.778342492
ENSG00000179564.3,LSMEM2,1.3899207,0.594032304,2.185809096,-0.45699606,3.515186632,0.000998677,0.186011663,-0.784905441
ENSG00000163170.11,BOLA3,-0.770527635,-1.211761775,-0.329293495,0.055098644,-3.515034966,0.000999126,0.186011663,-0.785278877
ENSG00000095932.6,SMIM24,-1.717792974,-2.70577042,-0.729815529,0.20563327,-3.499728306,0.001045427,0.190056675,-0.822924
ENSG00000228727.8,SAPCD1,-0.836055621,-1.316965327,-0.355145916,0.31543393,-3.499307983,0.001046727,0.190056675,-0.823956525
ENSG00000063244.12,U2AF2,0.343722604,0.145680612,0.541764596,-0.031819797,3.493504803,0.001064833,0.190056675,-0.838205401
ENSG00000089041.16,P2RX7,0.876937487,0.371513322,1.382361651,-0.408999938,3.492393505,0.001068334,0.190056675,-0.840932616
ENSG00000179091.4,CYC1,-0.481176904,-0.758942568,-0.20341124,0.051145327,-3.486878001,0.001085875,0.191054254,-0.854461332
ENSG00000140105.17,WARS,-0.660435435,-1.042230629,-0.27864024,0.085199232,-3.481853122,0.001102094,0.191800221,-0.86677679
ENSG00000198917.12,SPOUT1,0.576428138,0.242617474,0.910238801,-0.099580601,3.475805807,0.00112192,0.192168319,-0.881585667
ENSG00000103769.9,RAB11A,-0.480992419,-0.75973343,-0.202251407,0.021934901,-3.473344796,0.001130085,0.192168319,-0.887608371
ENSG00000087087.19,SRRT,0.411165066,0.172681834,0.649648299,-0.080613926,3.470315001,0.001140215,0.192168319,-0.89501992
ENSG00000178935.5,ZNF552,0.821225272,0.342732278,1.299718267,0.080281937,3.454595956,0.001194181,0.199166935,-0.933416857
ENSG00000118482.11,PHF3,0.281784304,0.117217669,0.446350939,-0.15269245,3.446557656,0.00122271,0.200442335,-0.953016002
ENSG00000116525.13,TRIM62,0.610302247,0.253756182,0.966848311,-0.311494562,3.445401671,0.001226866,0.200442335,-0.955832535
ENSG00000284308.1,C2orf81,0.671427996,0.277140586,1.065715406,0.046016464,3.427654771,0.001292383,0.201377961,-0.99900859
ENSG00000164708.5,PGAM2,0.841044652,0.347051549,1.335037756,-0.184220785,3.426957402,0.001295024,0.201377961,-1.000702745
ENSG00000115415.18,STAT1,-0.55577942,-0.882300156,-0.229258683,-0.051126815,-3.426117329,0.001298213,0.201377961,-1.002743333
ENSG00000166359.10,WDR88,-1.160142721,-1.841894287,-0.478391154,-0.041134485,-3.425277902,0.001301407,0.201377961,-1.00478208
ENSG00000157423.17,HYDIN,0.734226258,0.302526103,1.165926413,0.046957031,3.423404726,0.001308561,0.201377961,-1.009330557
ENSG00000134326.11,CMPK2,-0.681009953,-1.081738802,-0.280281104,0.131971231,-3.420687405,0.001319005,0.201377961,-1.015926404
ENSG00000196357.11,ZNF565,0.626075898,0.257626592,0.994525205,-0.264446599,3.420265187,0.001320635,0.201377961,-1.016951013
ENSG00000107863.17,ARHGAP21,0.267255388,0.109777855,0.42473292,-0.268200786,3.416004282,0.001337192,0.201979048,-1.027287241
ENSG00000213799.12,ZNF845,0.596687675,0.243802654,0.949572695,-0.125957763,3.403489234,0.001386973,0.207540486,-1.05760605
ENSG00000168487.18,BMP1,0.748787632,0.305132993,1.192442271,-0.145121105,3.397223923,0.001412553,0.208561396,-1.072761498
ENSG00000171097.13,KYAT1,0.424572192,0.172720458,0.676423926,-0.035806667,3.393260008,0.001428968,0.208561396,-1.082342097
ENSG00000181773.6,GPR3,-1.526770498,-2.432684738,-0.620856257,0.213943838,-3.392323109,0.001432874,0.208561396,-1.084605641
ENSG00000132950.18,ZMYM5,0.525524715,0.21332278,0.83772665,-0.140238474,3.388192628,0.001450217,0.208632825,-1.094580783
ENSG00000056050.6,HPF1,-0.615512395,-0.981864223,-0.249160567,-0.126820742,-3.381808242,0.001477417,0.208632825,-1.109985975
ENSG00000159256.12,MORC3,0.344113152,0.139222821,0.549003483,-0.155052723,3.380573206,0.001482735,0.208632825,-1.112964204
ENSG00000155463.12,OXA1L,-0.450498445,-0.718782847,-0.182214042,-0.016728784,-3.379935472,0.001485488,0.208632825,-1.114501835
ENSG00000173175.14,ADCY5,0.333414641,0.13455101,0.532278272,-0.054754322,3.374736281,0.001508113,0.208806833,-1.127031553
ENSG00000162804.13,SNED1,0.571505931,0.229877012,0.913134849,0.023038944,3.367260015,0.001541223,0.208806833,-1.145030186
ENSG00000160401.14,CFAP157,0.888402689,0.356926523,1.419878854,0.227988645,3.364624549,0.001553058,0.208806833,-1.15136963
ENSG00000166387.12,PPFIBP2,0.858083265,0.344081924,1.372084606,-0.473391651,3.36028194,0.001572749,0.208806833,-1.161809491
ENSG00000101311.15,FERMT1,1.184578942,0.474845236,1.894312647,-0.25061599,3.359534576,0.001576161,0.208806833,-1.163605438
ENSG00000197912.15,SPG7,-0.30529072,-0.488342128,-0.122239312,0.021625624,-3.356997879,0.001587797,0.208806833,-1.169699573
ENSG00000099139.13,PCSK5,0.843892035,0.337595153,1.350188918,-0.031678098,3.354997284,0.001597031,0.208806833,-1.174503976
ENSG00000011132.11,APBA3,0.718587121,0.287151243,1.150022999,-0.093170749,3.352537998,0.001608452,0.208806833,-1.180407732
ENSG00000099338.22,CATSPERG,0.695694085,0.277980899,1.113407271,-0.295343391,3.35236011,0.001609281,0.208806833,-1.180834677
ENSG00000143303.11,RRNAD1,0.487584903,0.194679032,0.780490775,-0.110691026,3.350678129,0.001617141,0.208806833,-1.184870929
ENSG00000197162.9,ZNF785,0.40137779,0.159216573,0.643539006,0.028221846,3.336255368,0.001686052,0.208911995,-1.219434764
ENSG00000152595.16,MEPE,-1.495514914,-2.398045745,-0.592984083,0.406774903,-3.335333302,0.001690551,0.208911995,-1.221641637
ENSG00000167522.15,ANKRD11,0.399345597,0.158210519,0.640480674,0.029436066,3.33348916,0.001699583,0.208911995,-1.226054378
ENSG00000125772.12,GPCPD1,-0.714668768,-1.146296196,-0.283041339,0.053056311,-3.33277739,0.001703082,0.208911995,-1.227757163
ENSG00000196739.14,COL27A1,1.069825463,0.423269522,1.716381403,0.117699829,3.330560767,0.001714021,0.208911995,-1.233058743
ENSG00000196636.7,SDHAF3,-0.881469962,-1.414835833,-0.34810409,0.01624921,-3.32654063,0.00173403,0.208911995,-1.242668792
ENSG00000004059.10,ARF5,-0.61634531,-0.989510391,-0.24318023,0.130274705,-3.324555877,0.00174399,0.208911995,-1.247410893
ENSG00000135637.13,CCDC142,0.635720115,0.250662468,1.020777761,-0.036317902,3.323156079,0.001751048,0.208911995,-1.250754422
ENSG00000112972.14,HMGCS1,-1.053672254,-1.692118617,-0.41522589,-0.023308113,-3.321939084,0.001757206,0.208911995,-1.253660666
ENSG00000072042.12,RDH11,-0.323040241,-0.519113665,-0.126966816,-0.085527358,-3.316258903,0.001786219,0.208911995,-1.267217276
ENSG00000058673.16,ZC3H11A,1.153142889,0.45322285,1.853062927,-0.138320011,3.316234519,0.001786345,0.208911995,-1.267275445
ENSG00000185000.11,DGAT1,0.492860307,0.193347805,0.792372808,0.051867089,3.312221917,0.001807115,0.208911995,-1.276844182
ENSG00000205560.12,CPT1B,0.704111796,0.276196885,1.132026706,-0.044950832,3.312033635,0.001808095,0.208911995,-1.277293012
ENSG00000205632.3,LINC01310,-1.426804977,-2.294461802,-0.559148151,-0.231670317,-3.30999369,0.001818748,0.208911995,-1.282154941
ENSG00000131238.17,PPT1,-0.431377656,-0.693817323,-0.168937988,0.027888668,-3.30855764,0.001826283,0.208911995,-1.285576551
ENSG00000058453.16,CROCC,0.713971182,0.279597471,1.148344894,-0.013484859,3.308473708,0.001826724,0.208911995,-1.285776505
ENSG00000124181.14,PLCG1,0.481453617,0.18831875,0.774588484,-0.003152409,3.305959381,0.001839991,0.208936827,-1.291765162
ENSG00000205250.8,E2F4,0.367012772,0.143237028,0.590788516,0.015357606,3.30125222,0.001865074,0.20939312,-1.302969793
ENSG00000228198.3,OR2M3,-1.618075129,-2.605571332,-0.630578926,0.087839517,-3.29817569,0.001881643,0.20939312,-1.310288068
ENSG00000152760.9,TCTEX1D1,-1.179232936,-1.899485236,-0.458980635,0.198935469,-3.295531628,0.001895994,0.20939312,-1.316574511
ENSG00000144320.13,LNPK,-0.377149404,-0.607528751,-0.146770058,-0.022441961,-3.295189706,0.001897858,0.20939312,-1.317387243
ENSG00000182318.5,ZSCAN22,0.766625576,0.29640455,1.236846602,-0.004098052,3.281646502,0.001973078,0.20939312,-1.34954013
ENSG00000100813.14,ACIN1,0.324884455,0.125442077,0.524326833,-0.078188802,3.278853602,0.001988938,0.20939312,-1.356161325
ENSG00000165494.11,PCF11,0.400681949,0.154578271,0.646785627,-0.134693043,3.277118995,0.001998849,0.20939312,-1.360271972
ENSG00000116095.10,PLEKHA3,-0.275125652,-0.444175035,-0.106076269,0.022067494,-3.275880359,0.002005954,0.20939312,-1.363206511
ENSG00000092108.20,SCFD1,-0.346632782,-0.559700793,-0.133564771,-0.036856189,-3.274627605,0.002013165,0.20939312,-1.36617385
ENSG00000101191.16,DIDO1,0.304646611,0.11730238,0.491990841,-0.025280671,3.273154958,0.002021673,0.20939312,-1.369661208
ENSG00000135525.18,MAP7,0.530216737,0.204118663,0.85631481,-0.427559049,3.272771897,0.002023892,0.20939312,-1.37056818
ENSG00000197951.9,ZNF71,0.353826658,0.136046334,0.571606982,0.057811187,3.27026125,0.002038491,0.20939312,-1.376511132
ENSG00000108786.10,HSD17B1,0.521635172,0.20054791,0.842722434,-0.109970052,3.270049508,0.002039727,0.20939312,-1.377012227
ENSG00000185453.12,ZSWIM9,0.792878585,0.304728405,1.281028765,-0.099902288,3.269367734,0.002043711,0.20939312,-1.378625542
ENSG00000182324.6,KCNJ14,1.071273643,0.411357459,1.731189826,0.128895536,3.267549526,0.002054371,0.20939312,-1.382927107
ENSG00000100014.19,SPECC1L,0.389732196,0.149613229,0.629851163,0.048001185,3.267009185,0.002057549,0.20939312,-1.384205195
ENSG00000248485.1,PCP4L1,-1.22837824,-1.987148348,-0.469608133,0.447122319,-3.258610403,0.002107553,0.20939312,-1.404055468
ENSG00000184117.11,NIPSNAP1,-0.64623564,-1.045774725,-0.246696554,0.131509348,-3.255683454,0.002125248,0.20939312,-1.410966293
ENSG00000004534.14,RBM6,0.472422738,0.179863175,0.7649823,-0.065532513,3.250326823,0.002157997,0.20939312,-1.42360454
ENSG00000067221.13,STOML1,-0.497653011,-0.806133461,-0.189172561,0.217975119,-3.247203661,0.002177311,0.20939312,-1.430967657
ENSG00000091140.13,DLD,-0.66472782,-1.07717399,-0.25228165,0.071555616,-3.244046851,0.002196999,0.20939312,-1.438405926
ENSG00000178234.12,GALNT11,-0.44688225,-0.724268838,-0.169495662,0.199893683,-3.242785221,0.002204914,0.20939312,-1.441377483
ENSG00000181638.17,ZFP41,0.472206087,0.179097439,0.765314734,0.066269655,3.242750144,0.002205135,0.20939312,-1.441460091
ENSG00000111667.13,USP5,-0.580864793,-0.94209595,-0.219633636,0.020402211,-3.236684665,0.002243571,0.20939312,-1.455736824
ENSG00000182979.17,MTA1,0.268291648,0.101232318,0.435350977,-0.072068734,3.232562691,0.002270053,0.20939312,-1.465430112
ENSG00000129347.19,KRI1,0.457403735,0.172439612,0.742367858,-0.18916309,3.230874278,0.002280985,0.20939312,-1.469398529
ENSG00000235272.2,RAMACL,0.731904427,0.275844984,1.187963869,-0.125118076,3.230304478,0.002284685,0.20939312,-1.470737502
ENSG00000169246.16,NPIPB3,0.901823989,0.339724834,1.463923144,0.02973375,3.229381769,0.00229069,0.20939312,-1.472905485
ENSG00000149809.14,TM7SF2,-0.51287648,-0.832697114,-0.193055847,-0.138882199,-3.227875995,0.002300521,0.20939312,-1.476442656
ENSG00000177732.8,SOX12,0.490870845,0.184650484,0.797091206,-0.042386533,3.226589468,0.002308952,0.20939312,-1.479464033
ENSG00000189227.5,C15orf61,-0.624385654,-1.013907735,-0.234863573,0.187180752,-3.226497793,0.002309554,0.20939312,-1.479679303
ENSG00000044524.10,EPHA3,-0.503327662,-0.81741219,-0.189243133,0.203034207,-3.225631807,0.002315247,0.20939312,-1.481712621
ENSG00000196367.13,TRRAP,0.269531275,0.101308677,0.437753872,-0.023852169,3.225041958,0.002319133,0.20939312,-1.483097393
ENSG00000223855.1,HRAT92,0.982976766,0.369389173,1.596564358,0.124465451,3.224610185,0.002321981,0.20939312,-1.484110958
ENSG00000114859.15,CLCN2,0.691885649,0.259999467,1.123771831,-0.176713445,3.224597786,0.002322062,0.20939312,-1.484140064
ENSG00000151748.14,SAV1,0.370573161,0.139098396,0.602047926,-0.196889034,3.222410383,0.002336542,0.20939312,-1.489273655
ENSG00000258811.1,AL583810.2,1.131407861,0.423861484,1.838954237,-0.095984734,3.218657894,0.002361581,0.20939312,-1.498075584
ENSG00000106591.3,MRPL32,-0.531253559,-0.8635227,-0.198984417,0.029246395,-3.218269289,0.002364188,0.20939312,-1.498986759
ENSG00000084234.17,APLP2,-0.457830191,-0.744272446,-0.171387936,0.095732188,-3.217198683,0.002371385,0.20939312,-1.501496719
ENSG00000250508.1,AP000808.1,1.101858893,0.411773252,1.791944535,0.068694859,3.213908649,0.002393634,0.20939312,-1.509206901
ENSG00000196689.12,TRPV1,0.667556182,0.249449937,1.085662427,-0.235113271,3.213747161,0.002394731,0.20939312,-1.509585228
ENSG00000115514.11,TXNDC9,-0.447222705,-0.727850778,-0.166594631,-0.050507514,-3.207770332,0.002435672,0.20939312,-1.52357963
ENSG00000104327.7,CALB1,-1.206794819,-1.96411545,-0.449474188,0.354093878,-3.207481698,0.002437665,0.20939312,-1.524255061
ENSG00000164683.16,HEY1,-0.501893175,-0.817057211,-0.18672914,0.072272798,-3.205421718,0.00245194,0.20939312,-1.52907458
ENSG00000145730.20,PAM,-0.578283242,-0.941449938,-0.215116546,0.204019363,-3.205126171,0.002453994,0.20939312,-1.52976589
ENSG00000144136.10,SLC20A1,-0.452595607,-0.736904833,-0.168286381,0.091345331,-3.204276021,0.002459913,0.20939312,-1.531754258
ENSG00000180198.16,RCC1,0.744523775,0.276589501,1.21245805,-0.053117704,3.20261145,0.00247154,0.20939312,-1.535646528
ENSG00000143106.12,PSMA5,-0.835110892,-1.360528893,-0.309692891,-0.037543385,-3.199261489,0.002495098,0.20939312,-1.543476129
ENSG00000120697.8,ALG5,-0.519590956,-0.846593666,-0.192588246,-0.218618445,-3.198311572,0.002501817,0.20939312,-1.545695417
ENSG00000120253.13,NUP43,-0.490634032,-0.799505415,-0.181762649,-0.118311843,-3.197352615,0.002508617,0.20939312,-1.547935427
ENSG00000134815.18,DHX34,0.612415345,0.226739641,0.998091048,-0.016599416,3.196202755,0.002516794,0.20939312,-1.550620845
ENSG00000226763.4,SRRM5,1.337346816,0.494868167,2.179825466,-0.063626742,3.1951826,0.002524069,0.20939312,-1.553002866
ENSG00000125841.12,NRSN2,-0.475047734,-0.775737355,-0.174358112,0.277507264,-3.180016325,0.0026346,0.2171141,-1.588362371
ENSG00000261594.3,TPBGL,-1.193811922,-1.950342728,-0.437281116,0.514923424,-3.176287698,0.002662465,0.2171141,-1.597040197
ENSG00000118495.19,PLAGL1,-0.684337721,-1.118205237,-0.250470204,0.183998279,-3.174854897,0.002673247,0.2171141,-1.600373218
ENSG00000102057.9,KCND1,0.521230428,0.190741936,0.85171892,-0.058075576,3.174563056,0.002675448,0.2171141,-1.601051997
ENSG00000174197.16,MGA,0.26968815,0.09861156,0.440764741,-0.13179858,3.173085803,0.002686616,0.2171141,-1.604487298
ENSG00000118412.12,CASP8AP2,0.26044352,0.094910699,0.425976342,-0.097685698,3.166941031,0.002733543,0.2171141,-1.618766519
ENSG00000275764.1,AC092747.4,-0.73962741,-1.209863264,-0.269391556,0.076350027,-3.165977294,0.002740973,0.2171141,-1.621004552
ENSG00000068137.14,PLEKHH3,0.662252494,0.240559786,1.083945201,0.028301314,3.161098651,0.002778878,0.2171141,-1.632327705
ENSG00000130175.9,PRKCSH,0.391821193,0.142243201,0.641399184,-0.139063765,3.160037056,0.002787191,0.2171141,-1.634790244
ENSG00000109519.12,GRPEL1,-0.515763856,-0.844376167,-0.187151544,-0.035071631,-3.159203572,0.002793734,0.2171141,-1.636723298
ENSG00000184619.5,KRBA2,0.452322184,0.163672692,0.740971677,-0.208851465,3.154188383,0.002833413,0.2171141,-1.64834829
