MarkerName	Allele1	Allele2	Weight	Zscore	P-value	Direction
MMP7|ENSG00000137673	ad	control	62.00	0.257	0.7972	???????-+?????
ZNF845|ENSG00000213799	ad	control	687.00	-1.447	0.148	-----+++++++--
CD93|ENSG00000125810	ad	control	687.00	-2.760	0.005786	+---------+++-
SQLE|ENSG00000104549	ad	control	235.00	3.266	0.001091	++++-++--?????
SHISAL1|ENSG00000138944	ad	control	687.00	1.076	0.2819	+++++++--+--++
HNRNPA1P11|ENSG00000264315	ad	control	455.00	-0.330	0.7415	???????-?++-+?
SNORD115-9|ENSG00000199782	ad	control	31.00	-0.221	0.8254	??????-???????
NUFIP2|ENSG00000108256	ad	control	687.00	-2.095	0.03621	------+--++++-
LOC107985579|ENSG00000181123	ad	control	31.00	-0.246	0.806	????????-?????
NABP1|ENSG00000173559	ad	control	687.00	-1.209	0.2266	+--+-----+++++
RACK1|ENSG00000204628	ad	control	687.00	-1.137	0.2554	-------++--+--
LNCRNA-IUR|ENSG00000245552	ad	control	163.00	-2.465	0.01371	????----+?????
TMEM38A|ENSG00000072954	ad	control	687.00	-0.168	0.8666	+++++-----+--+
LINC02497|ENSG00000251182	ad	control	62.00	0.083	0.934	??????-?+?????
MPHOSPH9|ENSG00000051825	ad	control	687.00	-0.457	0.6476	----++++++----
GAPDHP72|ENSG00000216624	ad	control	124.00	-0.573	0.5665	?????----?????
NTRK3-AS1|ENSG00000260305	ad	control	586.00	-1.759	0.07853	----??-?+---++
PPM1L|ENSG00000163590	ad	control	235.00	-0.520	0.6033	++++-----?????
LINC00398|ENSG00000237879	ad	control	124.00	-1.693	0.09037	?????----?????
CFAP97D2|ENSG00000283361	ad	control	124.00	2.887	0.003892	?????++++?????
DENND2A|ENSG00000146966	ad	control	687.00	-1.166	0.2437	-----++++--+--
PPP1R3B|ENSG00000285343	ad	control	235.00	-1.361	0.1735	-----++-+?????
FMNL1-DT|ENSG00000267121	ad	control	615.00	0.104	0.9174	????+----+---+
ZNF212|ENSG00000170260	ad	control	687.00	0.895	0.3706	+++++++++-+++-
ANXA9|ENSG00000143412	ad	control	687.00	-2.722	0.006483	------+---++--
GCK|ENSG00000106633	ad	control	235.00	-1.984	0.04729	---+-+-++?????
LMNB1-DT|ENSG00000251072	ad	control	545.00	-0.664	0.5067	??????-+-+----
FMR1-IT1|ENSG00000236337	ad	control	93.00	-0.269	0.7878	??????-+-?????
ZNF415|ENSG00000170954	ad	control	687.00	1.150	0.2502	----+++++++++-
SLC26A8|ENSG00000112053	ad	control	687.00	1.506	0.1321	+++++----++-++
SNRK|ENSG00000163788	ad	control	235.00	1.119	0.2632	+++++---+?????
SDF2L1|ENSG00000128228	ad	control	687.00	-2.220	0.0264	---------+++--
FAM170A|ENSG00000164334	ad	control	124.00	0.207	0.836	?????++--?????
PYM1|ENSG00000170473	ad	control	687.00	-0.267	0.7892	-+-++----+++++
SMAD9|ENSG00000120693	ad	control	235.00	-2.703	0.006867	-------++?????
RPL5P24|ENSG00000244052	ad	control	31.00	-0.104	0.9171	???????-??????
ABHD15|ENSG00000168792	ad	control	687.00	-2.592	0.009546	----------++--
CATSPER2P1|ENSG00000205771	ad	control	163.00	-2.541	0.01105	????+----?????
ARGLU1|ENSG00000134884	ad	control	235.00	-1.096	0.2729	----+++++?????
MAPK8IP1P2|ENSG00000263503	ad	control	124.00	0.626	0.5316	?????++++?????
MPV17|ENSG00000115204	ad	control	687.00	0.668	0.5041	+++++----+---+
SMAP1|ENSG00000112305	ad	control	235.00	0.944	0.3454	+++++----?????
ST13P20|ENSG00000215875	ad	control	486.00	-0.192	0.848	?????-??++--+?
SUMO2P17|ENSG00000248278	ad	control	124.00	2.675	0.007466	?????+++-?????
ZUP1|ENSG00000153975	ad	control	687.00	2.858	0.004268	+++++--+-+++++
TAGLN|ENSG00000149591	ad	control	687.00	-2.289	0.02208	---------++++-
LINC02253|ENSG00000259485	ad	control	31.00	-0.166	0.8684	????????-?????
LRR1|ENSG00000165501	ad	control	263.00	-1.597	0.1103	------+-+????-
TEKT5|ENSG00000153060	ad	control	124.00	-1.073	0.2832	?????+---?????
SNORA72|ENSG00000252158	ad	control	424.00	0.348	0.7275	?????????++-+?
LOC388282|ENSG00000187185	ad	control	93.00	-0.123	0.9019	??????--+?????
C2CD4C|ENSG00000183186	ad	control	687.00	-0.988	0.3233	---++----+---+
MIR100HG|ENSG00000255248	ad	control	587.00	-0.732	0.464	????--++---++?
GLULP1|ENSG00000270978	ad	control	31.00	-0.212	0.8317	??????-???????
LINC00939|ENSG00000249267	ad	control	93.00	0.202	0.8397	?????+?+-?????
IQCB1|ENSG00000173226	ad	control	687.00	0.140	0.889	+++++----++++-
DAP3P2|ENSG00000228507	ad	control	93.00	-0.168	0.8667	??????---?????
MAS1|ENSG00000130368	ad	control	235.00	1.393	0.1637	+++++----?????
PCDHB19P|ENSG00000262096	ad	control	163.00	1.610	0.1074	????+---+?????
ACAA1|ENSG00000060971	ad	control	687.00	0.816	0.4147	+---+-+--+-+-+
ACSM5|ENSG00000183549	ad	control	687.00	0.568	0.5702	++-+-+-++-++++
MTCH1|ENSG00000137409	ad	control	687.00	0.538	0.5908	++++-----+-+++
LOC102723692|ENSG00000261448	ad	control	93.00	-0.951	0.3414	?????--?-?????
GOLGA6L11P|ENSG00000223698	ad	control	455.00	-0.441	0.6592	????????+++--?
COX5B|ENSG00000291596	ad	control	687.00	0.397	0.6914	+++++----+-+-+
PPIEL|ENSG00000243970	ad	control	548.00	-0.194	0.8459	?????----++++?
PRMT3|ENSG00000185238	ad	control	687.00	1.850	0.06435	+++++--+-++++-
KRT72|ENSG00000170486	ad	control	93.00	0.263	0.7928	??????+-+?????
KIF12|ENSG00000136883	ad	control	152.00	0.770	0.4411	?????----????+
RBM12B-DT|ENSG00000253848	ad	control	576.00	0.254	0.7996	?????----++++-
RPE|ENSG00000197713	ad	control	687.00	1.768	0.07704	++++++---++++-
CYP4Z2P|ENSG00000154198	ad	control	62.00	-0.128	0.8979	??????-?-?????
MIR4635|ENSG00000263834	ad	control	31.00	-0.339	0.7345	????????-?????
ZNF33BP1|ENSG00000225192	ad	control	587.00	0.559	0.5759	????+-++--++-?
SH3PXD2A-AS1|ENSG00000280693	ad	control	514.00	-1.035	0.3005	??????-?---+--
SPAG6|ENSG00000077327	ad	control	648.00	1.379	0.1678	++++?++---+---
ZBED4|ENSG00000100426	ad	control	687.00	-2.515	0.01192	------+-------
CADM4|ENSG00000105767	ad	control	687.00	0.189	0.8504	----+-+++-++-+
PSMD10|ENSG00000101843	ad	control	659.00	0.762	0.4458	++++-----++++?
RNVU1-2A|ENSG00000273757	ad	control	31.00	0.236	0.8135	??????+???????
RPL21P3|ENSG00000225419	ad	control	93.00	0.679	0.497	??????-++?????
RESF1|ENSG00000174718	ad	control	687.00	-2.857	0.004271	-----++++-++--
GINS1|ENSG00000101003	ad	control	263.00	-0.266	0.7904	-+++-----????+
GUCY2EP|ENSG00000204529	ad	control	62.00	0.179	0.8577	???????-+?????
FH|ENSG00000091483	ad	control	235.00	1.717	0.08596	+++++----?????
TRIP11|ENSG00000100815	ad	control	687.00	0.283	0.777	----+++++--+--
MALT1|ENSG00000172175	ad	control	687.00	-1.337	0.1812	-----+++----+-
IGKV2D-40|ENSG00000251039	ad	control	31.00	-0.159	0.8736	?????-????????
MACROD2-AS1|ENSG00000235914	ad	control	424.00	-0.051	0.9594	?????????++-+?
SLC16A13|ENSG00000174327	ad	control	224.00	-2.171	0.02995	----?----????-
LMO7DN|ENSG00000178734	ad	control	576.00	1.691	0.09086	?????-+--++-++
RPL24P5|ENSG00000235582	ad	control	31.00	0.215	0.8298	????????+?????
EIF2AK1|ENSG00000086232	ad	control	235.00	3.807	0.0001408	+++++++++?????
TNPO2|ENSG00000105576	ad	control	687.00	2.041	0.04122	+++-++++-+--++
RPP40|ENSG00000124787	ad	control	687.00	-0.419	0.6751	-+++-----++--+
SLC25A15P5|ENSG00000249288	ad	control	455.00	-0.093	0.9258	????????+-++-?
SPATA17|ENSG00000162814	ad	control	235.00	0.464	0.6423	+-+--+++-?????
C1orf105|ENSG00000180999	ad	control	124.00	0.744	0.4571	?????-+++?????
ADD3|ENSG00000148700	ad	control	235.00	-0.167	0.867	-----++++?????
NUDT19|ENSG00000213965	ad	control	659.00	0.593	0.5529	++++-+---+-++?
CIBAR1P1|ENSG00000157021	ad	control	124.00	0.219	0.8269	?????++-+?????
NFIA|ENSG00000162599	ad	control	235.00	-2.023	0.04307	-----++++?????
CEMIP|ENSG00000103888	ad	control	687.00	-2.654	0.007963	+--+----+-----
SGO1|ENSG00000129810	ad	control	620.00	-0.725	0.4682	----?+-+-++++?
ALG1L1P|ENSG00000189366	ad	control	124.00	-1.402	0.1608	?????--+-?????
SUCLG1|ENSG00000163541	ad	control	687.00	2.145	0.03193	++++-----+++++
GRP|ENSG00000134443	ad	control	124.00	-2.717	0.006586	?????----?????
ZAR1L|ENSG00000189167	ad	control	124.00	-0.067	0.9469	?????-+++?????
IGHV1-46|ENSG00000211962	ad	control	93.00	-0.174	0.8617	?????-?--?????
LOC100506235|ENSG00000233230	ad	control	124.00	2.992	0.002776	?????++++?????
BTF3|ENSG00000145741	ad	control	235.00	1.550	0.1212	++++-+-++?????
TRAPPC1|ENSG00000170043	ad	control	687.00	1.425	0.1542	+++++----+++-+
CCDC144BP|ENSG00000291090	ad	control	424.00	0.796	0.426	?????????++-+?
HARS2|ENSG00000112855	ad	control	235.00	3.441	0.0005801	++++--+++?????
ANGPTL8|ENSG00000130173	ad	control	124.00	-1.529	0.1262	?????-+--?????
ADGRL1|ENSG00000288324	ad	control	263.00	-0.534	0.5936	--+-+----????+
NPIPB12|ENSG00000169203	ad	control	163.00	1.062	0.2884	????+++-+?????
SUMO3|ENSG00000184900	ad	control	235.00	0.022	0.9821	++++-+---?????
DDX3P2|ENSG00000230986	ad	control	62.00	0.429	0.6681	??????+?+?????
LINC01282|ENSG00000236747	ad	control	62.00	0.237	0.8125	???????++?????
DGKZP1|ENSG00000179611	ad	control	163.00	0.292	0.7699	????+--+-?????
FCRL1|ENSG00000163534	ad	control	62.00	-0.510	0.6097	??????-?-?????
LINC01586|ENSG00000249487	ad	control	196.00	-1.346	0.1784	+-++?-+--?????
ZDHHC18|ENSG00000204160	ad	control	687.00	-3.506	0.0004541	--------------
IP6K2|ENSG00000068745	ad	control	687.00	0.142	0.8872	--+--++++----+
TRMT13|ENSG00000122435	ad	control	687.00	1.900	0.05747	---++++++--+--
PLCXD1|ENSG00000292344	ad	control	587.00	0.127	0.8989	????-+++++---?
TNFAIP6|ENSG00000123610	ad	control	576.00	-0.762	0.446	?????---+--+--
DDX41|ENSG00000183258	ad	control	687.00	2.578	0.009928	+++++-++-+---+
EIF3EP1|ENSG00000234882	ad	control	587.00	0.955	0.3398	????++++++--+?
YAE1|ENSG00000241127	ad	control	687.00	-0.723	0.4699	--+--+-+--++++
NIPA2|ENSG00000140157	ad	control	235.00	-1.852	0.06408	++++-----?????
MIR95|ENSG00000207807	ad	control	62.00	-0.187	0.8517	??????--??????
OR6C71P|ENSG00000203408	ad	control	31.00	0.397	0.6911	???????+??????
RN7SKP203|ENSG00000200488	ad	control	39.00	0.943	0.3458	????+?????????
FBXL6|ENSG00000285442	ad	control	687.00	-0.804	0.4215	----+++-++----
PAICSP1|ENSG00000226055	ad	control	548.00	0.095	0.9244	?????--+-++++?
LINC01204|ENSG00000229563	ad	control	62.00	0.168	0.8668	?????+??-?????
PCCB|ENSG00000114054	ad	control	687.00	3.041	0.002361	+++++----+++++
PATL1|ENSG00000166889	ad	control	235.00	-0.288	0.773	-----++++?????
LINC02844|ENSG00000253679	ad	control	93.00	-0.320	0.7492	?????-?--?????
RAB40A|ENSG00000172476	ad	control	235.00	1.696	0.08993	+++++----?????
LCMT2|ENSG00000168806	ad	control	687.00	0.444	0.6571	++++-+---+++-+
ZSCAN30|ENSG00000186814	ad	control	235.00	-1.914	0.05568	----++-+-?????
NLRP4|ENSG00000160505	ad	control	576.00	-1.280	0.2007	?????++-+--+--
MTRR|ENSG00000124275	ad	control	687.00	1.870	0.06149	++++++++++++--
CAMKK1|ENSG00000004660	ad	control	687.00	2.633	0.008461	+++++----++-++
FGF10|ENSG00000070193	ad	control	235.00	0.621	0.5347	--++-+++-?????
OR51B8P|ENSG00000236359	ad	control	31.00	-0.203	0.8388	?????-????????
ZNF75CP|ENSG00000288393	ad	control	424.00	-0.367	0.7133	?????????--+-?
IKZF1|ENSG00000185811	ad	control	687.00	-3.627	0.000287	-----------+--
EPCIP|ENSG00000262938	ad	control	687.00	-1.282	0.2	-----++++-++--
CEP85|ENSG00000130695	ad	control	687.00	1.094	0.2738	----++++++++--
LNP1|ENSG00000206535	ad	control	235.00	4.025	5.699e-05	++++++-++?????
BIRC6-AS1|ENSG00000230046	ad	control	452.00	0.949	0.3425	?????????++++-
MIR2276|ENSG00000252695	ad	control	31.00	-0.009	0.9932	????????-?????
NPTX1|ENSG00000171246	ad	control	687.00	-0.773	0.4398	-++----------+
ZNG1C|ENSG00000196873	ad	control	235.00	3.040	0.002363	+++++--+-?????
ZNF574|ENSG00000105732	ad	control	687.00	-1.004	0.3154	----+---+----+
NCK1-DT|ENSG00000239213	ad	control	576.00	0.825	0.4093	?????-+++++++-
IFIT1B|ENSG00000204010	ad	control	124.00	0.271	0.7863	?????--++?????
TP53RK-DT|ENSG00000271784	ad	control	576.00	-0.155	0.8772	?????-----+++-
MIR4760|ENSG00000263973	ad	control	31.00	-0.178	0.8584	??????-???????
KIF25|ENSG00000125337	ad	control	124.00	3.827	0.0001296	?????++++?????
GADD45G|ENSG00000130222	ad	control	235.00	-2.948	0.003195	---------?????
ADGRE3|ENSG00000131355	ad	control	124.00	-1.176	0.2396	?????----?????
LINC02609|ENSG00000233593	ad	control	163.00	-0.194	0.8459	????+----?????
UGT3A2|ENSG00000168671	ad	control	124.00	-0.635	0.5251	?????----?????
HLA-DRB1|ENSG00000206240	ad	control	687.00	-1.998	0.04567	+--+-------+--
SBF1P1|ENSG00000248522	ad	control	132.00	0.827	0.4081	????+--?+?????
CA15P2|ENSG00000273907	ad	control	424.00	0.070	0.9441	?????????++--?
MSH2-OT1|ENSG00000235760	ad	control	124.00	-1.731	0.08341	?????+---?????
SDCBPP1|ENSG00000226705	ad	control	455.00	-0.242	0.809	??????-??--++?
PTP4A1|ENSG00000112245	ad	control	615.00	2.402	0.01633	????+--+++++++
NUDT1|ENSG00000106268	ad	control	687.00	1.262	0.2071	++-++--++--+-+
ZNF439|ENSG00000171291	ad	control	687.00	0.964	0.3352	----++++++++--
AQP1|ENSG00000240583	ad	control	235.00	-4.151	3.314e-05	---------?????
ELAVL2|ENSG00000107105	ad	control	687.00	2.027	0.04269	+++++-----+-++
FAM43B|ENSG00000183114	ad	control	687.00	-3.377	0.0007324	------+------+
PRDX6-AS1|ENSG00000203739	ad	control	615.00	-0.557	0.5775	????----+-+++-
SNORA3B|ENSG00000212607	ad	control	548.00	-0.441	0.6592	?????+++-----?
RNPS1|ENSG00000205937	ad	control	687.00	2.041	0.04121	+++++-+--+--++
YWHAQP4|ENSG00000177803	ad	control	424.00	0.489	0.6248	?????????+-+-?
PARK7|ENSG00000116288	ad	control	687.00	1.077	0.2814	++++-----+-+++
TMEM151A|ENSG00000179292	ad	control	687.00	2.000	0.04547	+++-+++-++-+-+
HSPA5|ENSG00000044574	ad	control	235.00	-4.187	2.83e-05	---------?????
SP1|ENSG00000185591	ad	control	235.00	-1.136	0.2559	-----++++?????
MYO1G|ENSG00000136286	ad	control	191.00	-2.673	0.007512	????-----????+
SHISA2|ENSG00000180730	ad	control	687.00	0.322	0.7477	-+---++-+++++-
ANKRD17-DT|ENSG00000250220	ad	control	576.00	0.223	0.8239	?????+-+++-++-
CHRND|ENSG00000135902	ad	control	124.00	-2.945	0.003233	?????----?????
TMEM167AP2|ENSG00000256210	ad	control	124.00	-0.541	0.5883	?????--+-?????
PTPN23-DT|ENSG00000260236	ad	control	615.00	0.417	0.6766	????+++++-----
PTGES2|ENSG00000148334	ad	control	687.00	1.810	0.07035	+++++----+--++
ARL8B|ENSG00000134108	ad	control	687.00	1.335	0.1818	++++-----+++++
TENM4|ENSG00000149256	ad	control	687.00	-0.424	0.6713	+++-+----++--+
GLT6D1|ENSG00000204007	ad	control	93.00	-0.395	0.6926	?????--?-?????
ABITRAMP1|ENSG00000251106	ad	control	31.00	0.065	0.9485	??????+???????
ABRACL|ENSG00000146386	ad	control	687.00	1.622	0.1049	+++++----++-++
DGAT2|ENSG00000062282	ad	control	235.00	-3.928	8.564e-05	++++-----?????
LRRC32|ENSG00000137507	ad	control	687.00	-2.072	0.03829	-------++--+--
PARP4|ENSG00000102699	ad	control	687.00	-0.852	0.3943	-----++++--+--
WFIKKN2|ENSG00000173714	ad	control	152.00	2.356	0.01845	?????-+++????-
RPL37AP8|ENSG00000176343	ad	control	31.00	-0.053	0.9576	???????-??????
FOXF2|ENSG00000137273	ad	control	235.00	-1.615	0.1064	--------+?????
PRICKLE1|ENSG00000139174	ad	control	687.00	1.757	0.07895	+++++----++-++
AAK1|ENSG00000115977	ad	control	687.00	1.738	0.08213	+++++----++-++
CAMTA2|ENSG00000108509	ad	control	235.00	1.560	0.1188	+++++++--?????
TMEM167A|ENSG00000174695	ad	control	687.00	1.468	0.1421	++++-+++++++++
TRIM26|ENSG00000231002	ad	control	687.00	-1.607	0.1081	-----++++-----
CFAP43|ENSG00000197748	ad	control	687.00	-1.043	0.2967	-----+++----+-
CYB5AP2|ENSG00000214369	ad	control	93.00	-0.707	0.4794	??????---?????
FAM216A|ENSG00000204856	ad	control	687.00	1.827	0.06773	+++++----++-++
GPA33|ENSG00000143167	ad	control	124.00	-0.897	0.3696	?????----?????
TRAPPC3L|ENSG00000173626	ad	control	124.00	-0.599	0.5492	?????--+-?????
GRAP|ENSG00000154016	ad	control	191.00	-2.264	0.02359	????----+????-
SIK1|ENSG00000142178	ad	control	101.00	1.876	0.0607	????+?+?+?????
PCOLCE-AS1|ENSG00000224729	ad	control	152.00	-4.407	1.05e-05	?????-+--????-
RPL21P1|ENSG00000214760	ad	control	93.00	0.282	0.7782	??????+-+?????
IFRD1|ENSG00000006652	ad	control	687.00	-3.109	0.001877	-----+-+------
LOC105373525|ENSG00000236109	ad	control	93.00	-0.160	0.8727	?????-+?-?????
MBNL1-AS1|ENSG00000229619	ad	control	615.00	-0.179	0.8578	????+--++-+++-
RIMS4|ENSG00000101098	ad	control	687.00	1.129	0.259	+++++-+--+--++
PMEL|ENSG00000185664	ad	control	124.00	0.050	0.9602	?????-+++?????
RPL13AP8|ENSG00000226945	ad	control	62.00	0.487	0.6262	???????++?????
CTNS|ENSG00000040531	ad	control	235.00	-3.302	0.0009604	-----++++?????
RPL10P6|ENSG00000230076	ad	control	548.00	0.606	0.5446	?????---+++++?
BATF3|ENSG00000123685	ad	control	687.00	-0.368	0.7126	++-++----++--+
ST6GAL1|ENSG00000073849	ad	control	235.00	-4.825	1.4e-06	--------+?????
RPRM|ENSG00000177519	ad	control	687.00	-0.096	0.9239	-++++----+---+
SNORD17|ENSG00000212232	ad	control	587.00	0.546	0.5853	????+--+++--+?
PIK3IP1-DT|ENSG00000228839	ad	control	576.00	1.613	0.1067	?????+-++-++++
LOC100506271|ENSG00000237862	ad	control	124.00	-0.805	0.421	?????+-+-?????
SMIM18|ENSG00000253457	ad	control	648.00	2.082	0.03733	++++?+---+++++
LOC100652999|ENSG00000257550	ad	control	31.00	-0.252	0.8007	??????-???????
CLCA2|ENSG00000137975	ad	control	152.00	2.102	0.03555	?????++++????+
LOC124903419|ENSG00000201500	ad	control	62.00	-0.094	0.925	??????-?-?????
SLC2A13|ENSG00000151229	ad	control	687.00	1.777	0.07561	+++++----++-++
RPL13A|ENSG00000142541	ad	control	687.00	-1.369	0.171	-------++--+--
NTM-AS1|ENSG00000224795	ad	control	235.00	2.586	0.009696	----+++++?????
EMX2|ENSG00000170370	ad	control	235.00	-1.191	0.2335	------+++?????
UBE2CP4|ENSG00000259179	ad	control	31.00	0.453	0.6505	??????+???????
WFDC11|ENSG00000180083	ad	control	93.00	-0.077	0.9384	??????--+?????
RPS26P6|ENSG00000212994	ad	control	124.00	0.219	0.8266	?????--++?????
RHOV|ENSG00000104140	ad	control	152.00	0.724	0.4688	?????----????+
NLRX1|ENSG00000160703	ad	control	687.00	-0.767	0.4433	+++++--------+
GOLGA4-AS1|ENSG00000270194	ad	control	615.00	-1.757	0.07886	????+------++-
SULT1E1|ENSG00000109193	ad	control	124.00	-0.525	0.5998	?????----?????
TBK1|ENSG00000183735	ad	control	687.00	1.781	0.07484	++++---++++++-
GARIN5A|ENSG00000142530	ad	control	687.00	0.579	0.5629	+++++----+0--+
SSTR3|ENSG00000278195	ad	control	687.00	0.235	0.8139	+++++----++--+
PKD1L1|ENSG00000158683	ad	control	235.00	-0.769	0.4421	----++-+-?????
LINC00663|ENSG00000266904	ad	control	659.00	-0.117	0.9072	-----++++-++-?
TCEAL5|ENSG00000204065	ad	control	659.00	1.083	0.2786	+++++----++-+?
ZKSCAN8P1|ENSG00000226314	ad	control	587.00	-0.577	0.564	????-+-+----+?
RPS6KA2-IT1|ENSG00000232082	ad	control	124.00	-0.818	0.4136	?????++--?????
RPL39P26|ENSG00000240454	ad	control	424.00	-0.065	0.9482	?????????+-+-?
LINC01994|ENSG00000241098	ad	control	62.00	0.085	0.9326	???????-+?????
CLMN|ENSG00000165959	ad	control	687.00	-0.173	0.8628	-----+++++++--
SHPK|ENSG00000197417	ad	control	687.00	-1.066	0.2865	----+-----++-+
SFT2D2|ENSG00000213064	ad	control	687.00	-1.792	0.07312	-----++++--+--
SSR2|ENSG00000163479	ad	control	687.00	-0.645	0.5187	++++----+++++-
JPH3|ENSG00000154118	ad	control	687.00	0.235	0.8144	-++-++++-+---+
DNAH9|ENSG00000007174	ad	control	687.00	-1.938	0.05268	------+------+
TENM2-AS1|ENSG00000253978	ad	control	576.00	1.730	0.08371	?????----++-++
LOC102723670|ENSG00000259868	ad	control	124.00	-0.807	0.4199	?????-+--?????
CCL8|ENSG00000108700	ad	control	124.00	-0.213	0.8313	?????---+?????
TRRAP|ENSG00000196367	ad	control	687.00	-3.607	0.0003097	-----++-------
FAM228B|ENSG00000219626	ad	control	687.00	-0.626	0.5316	-----+---+++++
VTI1BP2|ENSG00000213434	ad	control	31.00	0.659	0.5102	????????+?????
FAM87A|ENSG00000182366	ad	control	163.00	-0.521	0.6021	????+----?????
GLTP|ENSG00000139433	ad	control	687.00	-0.893	0.3721	-----++++-++--
Y_RNA|ENSG00000201451	ad	control	62.00	0.258	0.7966	??????+?+?????
MBL3P|ENSG00000219430	ad	control	124.00	-0.332	0.74	?????--+-?????
PRR22|ENSG00000212123	ad	control	152.00	0.818	0.4136	?????+---????+
ERV3-1|ENSG00000213462	ad	control	235.00	-1.172	0.2413	-++++----?????
ARRDC1-AS1|ENSG00000203993	ad	control	615.00	-2.486	0.01291	????----------
RNF181|ENSG00000168894	ad	control	687.00	1.512	0.1305	+++++----+++++
LINC01012|ENSG00000281706	ad	control	548.00	0.203	0.8388	?????-+--++-+?
NUDT16|ENSG00000198585	ad	control	235.00	-0.032	0.9741	----+--++?????
GPR182|ENSG00000166856	ad	control	235.00	-2.190	0.02854	----+---+?????
GPR161|ENSG00000143147	ad	control	687.00	-1.745	0.08095	-----+++-----+
CYP4F60P|ENSG00000230635	ad	control	124.00	1.391	0.1642	?????-+++?????
DUBR|ENSG00000243701	ad	control	659.00	0.281	0.779	----+--+++++-?
RN7SL812P|ENSG00000242876	ad	control	93.00	0.277	0.7816	??????++-?????
COL17A1|ENSG00000065618	ad	control	224.00	-0.912	0.3618	+-++?----????+
PMM2|ENSG00000140650	ad	control	687.00	-1.105	0.2692	----+----+-+++
GJD2-DT|ENSG00000250007	ad	control	152.00	1.710	0.0872	?????--+-????+
ARPC3|ENSG00000111229	ad	control	687.00	2.495	0.0126	+++++----+-+-+
RPS2P1|ENSG00000225246	ad	control	31.00	-0.009	0.9925	????????-?????
VN1R80P|ENSG00000268598	ad	control	124.00	0.340	0.7337	?????-+++?????
MIR6867|ENSG00000274621	ad	control	62.00	-0.282	0.7777	??????-?-?????
IGHV3-41|ENSG00000278473	ad	control	31.00	0.023	0.9818	????????+?????
LOC645853|ENSG00000251211	ad	control	124.00	-0.640	0.5224	?????--++?????
SNORA59A|ENSG00000239149	ad	control	548.00	-0.359	0.7194	?????-+-+-+-+?
RPL27P11|ENSG00000233287	ad	control	31.00	-0.019	0.9851	???????-??????
INS-IGF2|ENSG00000129965	ad	control	452.00	-1.458	0.1449	?????????-----
LINC00968|ENSG00000246430	ad	control	62.00	-0.223	0.8235	??????-?-?????
SCUBE3-AS1|ENSG00000272374	ad	control	687.00	-0.463	0.6431	+---+-+-+--+--
AP5S1|ENSG00000125843	ad	control	687.00	0.218	0.8276	--+-++-+-----+
PCNPP3|ENSG00000213344	ad	control	31.00	0.440	0.6597	????????+?????
FAM162A|ENSG00000114023	ad	control	687.00	2.214	0.02684	+++++----+++++
FGF20|ENSG00000078579	ad	control	152.00	-0.471	0.6379	?????-+--????-
RERG-IT1|ENSG00000256650	ad	control	62.00	-0.226	0.8211	??????-?-?????
KIF4A|ENSG00000090889	ad	control	196.00	1.723	0.08485	--++?-+++?????
SNX5P2|ENSG00000258033	ad	control	517.00	0.988	0.3229	??????+++++++?
VN2R10P|ENSG00000226348	ad	control	31.00	0.215	0.8298	????????+?????
PECAM1|ENSG00000261371	ad	control	659.00	-2.115	0.03446	-------++---+?
MIR125B1|ENSG00000207971	ad	control	31.00	0.022	0.9825	??????+???????
DFFB|ENSG00000169598	ad	control	687.00	-1.931	0.05353	----+++--+++--
RPL7AP42|ENSG00000234358	ad	control	517.00	-0.847	0.3968	??????-+---+-?
S100A6|ENSG00000197956	ad	control	687.00	-3.143	0.001671	--------+-----
RNU6-1327P|ENSG00000202172	ad	control	31.00	0.177	0.8592	?????+????????
ZNF658|ENSG00000274349	ad	control	687.00	1.326	0.185	++++++-+-+++++
LINC00867|ENSG00000232139	ad	control	124.00	-0.754	0.4507	?????----?????
MARCO|ENSG00000019169	ad	control	93.00	1.203	0.2289	??????+++?????
KBTBD6|ENSG00000165572	ad	control	235.00	-0.058	0.9537	++++-----?????
PTPN2P2|ENSG00000224117	ad	control	455.00	-0.921	0.3572	???????+?----?
NCOA4P4|ENSG00000249215	ad	control	31.00	0.532	0.5946	???????+??????
LINC01740|ENSG00000228067	ad	control	124.00	1.370	0.1707	?????++++?????
TXLNG|ENSG00000086712	ad	control	659.00	1.134	0.2568	-----++++---+?
LRRC37A5P|ENSG00000204173	ad	control	124.00	3.330	0.0008687	?????++++?????
SLC6A1|ENSG00000157103	ad	control	235.00	0.148	0.882	+++++----?????
PKN1|ENSG00000123143	ad	control	687.00	1.790	0.07341	-----+++++++++
SNX22|ENSG00000157734	ad	control	687.00	2.976	0.002924	+++++--+++++-+
ZC3H7B|ENSG00000100403	ad	control	687.00	-0.557	0.5774	----+++++----+
OGFRP1|ENSG00000182057	ad	control	196.00	0.539	0.5897	-+--?++++?????
POLR3D|ENSG00000168495	ad	control	687.00	-0.506	0.6129	-----+++++-+--
ABI1|ENSG00000136754	ad	control	687.00	0.176	0.8603	++++-----+++++
MASP1|ENSG00000127241	ad	control	687.00	-1.854	0.06368	+----+-----+--
IGLVI-56|ENSG00000253126	ad	control	31.00	0.194	0.8462	??????+???????
RCCD1-AS1|ENSG00000258384	ad	control	576.00	-0.071	0.9434	?????+--++----
KRTAP5-2|ENSG00000205867	ad	control	165.00	-0.387	0.699	++--??--+?????
